window_days,start_utc,end_utc,nobs,theta,kappa,sigma,lambda,half_life_minutes,effective_half_life_minutes,conditional_mixed_loglik
30,2023-08-19 00:00:00+00:00,2023-09-18 00:00:00+00:00,8636,-0.00027939689780037073,2.257703870303514,0.0005567324626480949,2.4215319145072374,442.1004690363301,213.3108879117298,77135.17257731453
30,2023-09-18 00:00:00+00:00,2023-10-18 00:00:00+00:00,8627,3.0297039604604784e-05,1.3120209777651268,0.00047446383432584095,2.840047444272482,760.7591318444629,240.39390456780873,78507.80196749086
30,2023-10-18 00:00:00+00:00,2023-11-17 00:00:00+00:00,8633,0.0003096089837048801,4.1373605515726615,0.0006225136101175644,4.643665283397855,241.24847896732592,113.66917245946954,76674.14660295853
30,2023-11-17 00:00:00+00:00,2023-12-17 00:00:00+00:00,8637,0.0001838852257677268,3.3671188615037844,0.0007442812145272227,3.9101219617368765,296.43501790743045,137.1580196739784,74769.46986356784
30,2023-12-17 00:00:00+00:00,2024-01-16 00:00:00+00:00,8589,0.00020955607164993906,1.8837199128196556,0.0009307413625492994,2.950934655760859,529.8727975499619,206.4536205943208,72685.48783318592
30,2024-01-16 00:00:00+00:00,2024-02-15 00:00:00+00:00,8571,-0.00028126016948229303,1.207456171912831,0.000794239984000679,2.897807523164841,826.6403064759676,243.13467152015346,73938.4178588575
30,2024-02-15 00:00:00+00:00,2024-03-16 00:00:00+00:00,8633,0.0005237301754916913,2.267993584104363,0.0014085225413892517,2.395352201018075,440.0946929488279,214.03772870343025,70301.61543944328
30,2024-03-16 00:00:00+00:00,2024-04-15 00:00:00+00:00,8550,0.00012131581593096454,3.275079544199578,0.0009991123068953333,1.6053682142521202,304.76570920974757,204.51646844857825,72064.8908100021
30,2024-04-15 00:00:00+00:00,2024-05-15 00:00:00+00:00,8635,-9.984850420320745e-05,1.1181392804961807,0.0006598104190515727,2.588933566079074,892.672279220344,269.2506949056683,75700.09269858188
30,2024-05-15 00:00:00+00:00,2024-06-14 00:00:00+00:00,8626,-0.00031302266718738773,1.2201099067680294,0.0006017451411055322,3.8181565151000685,818.0672367871272,198.11019434661654,76843.43594799229
30,2024-06-14 00:00:00+00:00,2024-07-14 00:00:00+00:00,8630,-0.0005339456301051653,0.7784469819845381,0.0006886309899717086,2.951940408652134,1282.2092744989877,267.56790528287956,75827.79794917957
30,2024-07-14 00:00:00+00:00,2024-08-13 00:00:00+00:00,8632,5.995739710913594e-05,1.7036456310409849,0.0007213012218105925,3.643277029385126,585.8800221243364,186.67409337968192,75133.27787086931
30,2024-08-13 00:00:00+00:00,2024-09-12 00:00:00+00:00,8633,0.00011136080752243883,3.121220495007575,0.0005543778855038793,2.697398994037552,319.78898690523266,171.5410230700824,78496.6468097355
30,2024-09-12 00:00:00+00:00,2024-10-12 00:00:00+00:00,8609,-7.851765747017736e-05,1.2800866093889596,0.0004912451675964235,5.3802772919412805,779.7378182736968,149.86147225483722,78127.54419799232
30,2024-10-12 00:00:00+00:00,2024-11-11 00:00:00+00:00,8636,-0.00036430494205795343,1.1795892899399913,0.0009636989698622565,2.9685895045193833,846.1690424953745,240.61931499662037,73310.92985081358
30,2024-11-11 00:00:00+00:00,2024-12-11 00:00:00+00:00,8631,0.0006405347991342102,3.2758817597315275,0.0012500780801362014,2.0703817330840306,304.6910765448758,186.697109363883,70631.47812337407
30,2024-12-11 00:00:00+00:00,2025-01-10 00:00:00+00:00,8639,-0.0007027977740618402,0.861544515593148,0.0009289195493949489,2.1331255493303414,1158.5378607153418,333.30280744360476,72947.13813431247
30,2025-01-10 00:00:00+00:00,2025-02-09 00:00:00+00:00,8578,-0.00016856923592498688,1.6581434989839692,0.0009064841865337028,1.6721258182721104,601.9575149062362,299.71508155043614,72512.29791745785
30,2025-02-09 00:00:00+00:00,2025-03-11 00:00:00+00:00,8629,-0.00022711459591946928,1.167699915034959,0.0005977142204789681,3.045812937356688,854.7846301559754,236.88831029428758,76788.96823022852
30,2025-03-11 00:00:00+00:00,2025-04-10 00:00:00+00:00,8637,-0.00023846881504104066,2.0990902636715396,0.0004956609644982979,4.190983680616292,475.5069171063081,158.68365759241178,78448.00025017692
30,2025-04-10 00:00:00+00:00,2025-05-10 00:00:00+00:00,8639,5.810603782107407e-05,1.6661888981852178,0.00048223411107348304,3.3476266631455074,599.0508885838022,199.0763177856916,78833.79577386491
30,2025-05-10 00:00:00+00:00,2025-06-09 00:00:00+00:00,8639,0.00022195982762401403,7.212238965340792,0.0005637333806694644,5.990350863045256,138.39418588360064,75.6012231676168,77163.99569634213
30,2025-06-09 00:00:00+00:00,2025-07-09 00:00:00+00:00,8637,0.00017696196552753182,5.578157920330689,0.000534001772286936,6.054526150877913,178.9357623541696,85.80409593317687,77730.6081721653
30,2025-07-09 00:00:00+00:00,2025-08-08 00:00:00+00:00,8637,0.00012802964988004224,3.655929443581356,0.0006953982953642374,3.8456594954720695,273.0172875077559,133.05606960280454,75313.62864776091
30,2025-08-08 00:00:00+00:00,2025-09-07 00:00:00+00:00,8604,4.9623359326624596e-05,3.338738252891901,0.0006755211785970999,3.4399673076568273,298.95483395314784,147.24521239207263,75167.4473896076
30,2025-09-07 00:00:00+00:00,2025-10-07 00:00:00+00:00,8639,0.00023314397895622487,5.673185346892553,0.0006029935251913699,4.190638094140322,175.93853875284384,101.19118067889944,76560.60970327737
30,2025-10-07 00:00:00+00:00,2025-11-06 00:00:00+00:00,8554,0.00015391088948374414,4.1425400980765605,0.001120346855254371,1.1068102404729527,240.94683850369194,190.1438988890428,72291.85156373034
30,2025-11-06 00:00:00+00:00,2025-12-06 00:00:00+00:00,8617,-0.00042109816079996076,1.1862560252621943,0.0006014107960648927,3.2130343487257274,841.4135892677193,226.88475984855768,76863.85729717597
90,2020-11-02 00:00:00+00:00,2021-01-31 00:00:00+00:00,8541,0.0007103200788785602,3.388930424543321,0.002755500213253679,2.4098014799338467,294.5271265463721,172.12934766576623,63172.93266911343
90,2020-12-02 00:00:00+00:00,2021-03-02 00:00:00+00:00,17169,0.0007138542034921775,4.80895366309456,0.0026441742385631198,2.501593929119511,207.55698847054882,136.5331293471584,127891.71357406637
90,2021-01-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,25781,0.0005215789941109641,4.68813588679465,0.002357872927819332,2.1433968290397503,212.90593193294984,146.10658859801856,194802.9172626803
90,2021-01-31 00:00:00+00:00,2021-05-01 00:00:00+00:00,25873,0.00043846704778124267,5.549749264069097,0.0020250000915326425,1.6641326473025488,179.85171807104078,138.36266690655276,199397.26956646118
90,2021-03-02 00:00:00+00:00,2021-05-31 00:00:00+00:00,25869,0.0005246347025518257,3.818546048992701,0.0017369093362116746,0.8817937854825072,261.390573061079,212.3531436355734,202452.44248586416
