sample,model,nobs_x,loglik,aic,bic,converged,gradient_norm,hessian_condition,weak_identification,likelihood_type,nobs_y,pit_mean,pit_variance,pit_ks_stat,pit_ks_pvalue,ljung_box_z_q20,ljung_box_z_p20,ljung_box_z2_q20,ljung_box_z2_p20,lower_1pct_coverage,upper_99pct_coverage
baseline,OU0,524610,4207015.019475044,-8414026.038950088,-8414003.69812927,True,1.776356830474485e-07,788.0007094946264,False,exact_transition,524610.0,0.5014642958144193,0.04693290266135122,0.2023818110132346,0.0,37671.96420120969,0.0,965693.1162121815,0.0,0.010390575856350432,0.010354358475820133
baseline,OUF,524610,4207021.247905773,-8414036.495811546,-8414002.984580321,True,0.0,2050255.4980561163,False,exact_transition,524610.0,0.49984336713199046,0.04693558091381992,0.2042527543535021,0.0,37649.92486560701,0.0,965462.9863740328,0.0,0.010415356169344846,0.010331484340748365
baseline,ThresholdOU,524610,4207018.9844676955,-8414031.968935391,-8413998.457704166,True,9.7295071541089e-07,1281.1406265720655,False,Euler_Gaussian_QMLE,,,,,,,,,,,
baseline,ThresholdOU_Heteroskedastic,524610,4211719.532593743,-8423431.065187486,-8423386.383545853,True,7.105427400784031e-07,957.3827494599498,False,Euler_Gaussian_QMLE,,,,,,,,,,,
baseline,OUF_irregular_G0_G2,524833,4208182.839943858,-8416359.679887716,-8416326.167381529,True,0.00011173468084613515,35242133.11196397,False,exact_transition,,,,,,,,,,,
