period,model,horizon_minutes,n_pairs,finite_score_coverage,mean_log_score,comparison_group,evaluation_error,density_evaluation,marginal,copula
validation_2024,Normal_SurvivalClaytonMixed,1440,40000,1.0,5.866635229510186,log_price_density,,,Normal,SurvivalClaytonMixed
test_2025,Normal_SurvivalClaytonMixed,5,40000,1.0,5.932865030939854,log_price_density,,,Normal,SurvivalClaytonMixed
test_2025,Normal_SurvivalClaytonMixed,60,40000,1.0,5.938373741017889,log_price_density,,,Normal,SurvivalClaytonMixed
test_2025,Normal_SurvivalClaytonMixed,360,40000,1.0,6.1542244817634915,log_price_density,,,Normal,SurvivalClaytonMixed
test_2025,Normal_SurvivalClaytonMixed,1440,40000,1.0,6.0273514725998405,log_price_density,,,Normal,SurvivalClaytonMixed
training_2021_2023,Normal_Gumbel,5,40000,1.0,7.904768398061181,log_price_density,,,Normal,Gumbel
training_2021_2023,Normal_Gumbel,60,40000,1.0,6.271719879047792,log_price_density,,,Normal,Gumbel
training_2021_2023,Normal_Gumbel,360,40000,1.0,5.7326867712850715,log_price_density,,,Normal,Gumbel
training_2021_2023,Normal_Gumbel,1440,40000,1.0,5.658559469556046,log_price_density,,,Normal,Gumbel
validation_2024,Normal_Gumbel,5,40000,1.0,8.315217245823456,log_price_density,,,Normal,Gumbel
validation_2024,Normal_Gumbel,60,40000,1.0,6.427193668086731,log_price_density,,,Normal,Gumbel
validation_2024,Normal_Gumbel,360,40000,1.0,5.879518169874872,log_price_density,,,Normal,Gumbel
validation_2024,Normal_Gumbel,1440,40000,1.0,5.866624678042892,log_price_density,,,Normal,Gumbel
test_2025,Normal_Gumbel,5,40000,1.0,8.429954334256518,log_price_density,,,Normal,Gumbel
test_2025,Normal_Gumbel,60,40000,1.0,6.46901949640931,log_price_density,,,Normal,Gumbel
test_2025,Normal_Gumbel,360,40000,1.0,6.0268300588254275,log_price_density,,,Normal,Gumbel
test_2025,Normal_Gumbel,1440,40000,1.0,6.0273336282432055,log_price_density,,,Normal,Gumbel
training_2021_2023,Normal_GumbelMixed,5,40000,1.0,7.5514236737577205,log_price_density,,,Normal,GumbelMixed
training_2021_2023,Normal_GumbelMixed,60,40000,1.0,7.425885367100378,log_price_density,,,Normal,GumbelMixed
training_2021_2023,Normal_GumbelMixed,360,40000,1.0,6.560559153215574,log_price_density,,,Normal,GumbelMixed
training_2021_2023,Normal_GumbelMixed,1440,40000,1.0,5.666334255234417,log_price_density,,,Normal,GumbelMixed
validation_2024,Normal_GumbelMixed,5,40000,1.0,5.2569261740911895,log_price_density,,,Normal,GumbelMixed
validation_2024,Normal_GumbelMixed,60,40000,1.0,5.58721546025703,log_price_density,,,Normal,GumbelMixed
validation_2024,Normal_GumbelMixed,360,40000,1.0,5.935305527420401,log_price_density,,,Normal,GumbelMixed
validation_2024,Normal_GumbelMixed,1440,40000,1.0,5.866628625658619,log_price_density,,,Normal,GumbelMixed
test_2025,Normal_GumbelMixed,5,40000,1.0,5.810791136749898,log_price_density,,,Normal,GumbelMixed
test_2025,Normal_GumbelMixed,60,40000,1.0,5.905863459942801,log_price_density,,,Normal,GumbelMixed
test_2025,Normal_GumbelMixed,360,40000,1.0,6.143750400391219,log_price_density,,,Normal,GumbelMixed
test_2025,Normal_GumbelMixed,1440,40000,1.0,6.027340461735654,log_price_density,,,Normal,GumbelMixed
training_2021_2023,Normal_SurvivalGumbel,5,40000,1.0,7.9732707050374465,log_price_density,,,Normal,SurvivalGumbel
training_2021_2023,Normal_SurvivalGumbel,60,40000,1.0,6.282709442846822,log_price_density,,,Normal,SurvivalGumbel
training_2021_2023,Normal_SurvivalGumbel,360,40000,1.0,5.697211465718939,log_price_density,,,Normal,SurvivalGumbel
training_2021_2023,Normal_SurvivalGumbel,1440,40000,1.0,5.654660119144913,log_price_density,,,Normal,SurvivalGumbel
validation_2024,Normal_SurvivalGumbel,5,40000,1.0,8.446547777349936,log_price_density,,,Normal,SurvivalGumbel
validation_2024,Normal_SurvivalGumbel,60,40000,1.0,6.512985711258657,log_price_density,,,Normal,SurvivalGumbel
validation_2024,Normal_SurvivalGumbel,360,40000,1.0,5.884952671006377,log_price_density,,,Normal,SurvivalGumbel
validation_2024,Normal_SurvivalGumbel,1440,40000,1.0,5.8666246859688815,log_price_density,,,Normal,SurvivalGumbel
test_2025,Normal_SurvivalGumbel,5,40000,1.0,8.546450190567533,log_price_density,,,Normal,SurvivalGumbel
test_2025,Normal_SurvivalGumbel,60,40000,1.0,6.5438331913341345,log_price_density,,,Normal,SurvivalGumbel
test_2025,Normal_SurvivalGumbel,360,40000,1.0,6.030677905322989,log_price_density,,,Normal,SurvivalGumbel
test_2025,Normal_SurvivalGumbel,1440,40000,1.0,6.027333631696754,log_price_density,,,Normal,SurvivalGumbel
training_2021_2023,Normal_SurvivalGumbelMixed,5,40000,1.0,7.562913387038419,log_price_density,,,Normal,SurvivalGumbelMixed
training_2021_2023,Normal_SurvivalGumbelMixed,60,40000,1.0,7.436899837623428,log_price_density,,,Normal,SurvivalGumbelMixed
training_2021_2023,Normal_SurvivalGumbelMixed,360,40000,1.0,6.5545274951769255,log_price_density,,,Normal,SurvivalGumbelMixed
training_2021_2023,Normal_SurvivalGumbelMixed,1440,40000,1.0,5.664170199014531,log_price_density,,,Normal,SurvivalGumbelMixed
validation_2024,Normal_SurvivalGumbelMixed,5,40000,1.0,5.313750636101012,log_price_density,,,Normal,SurvivalGumbelMixed
validation_2024,Normal_SurvivalGumbelMixed,60,40000,1.0,5.611540347727067,log_price_density,,,Normal,SurvivalGumbelMixed
validation_2024,Normal_SurvivalGumbelMixed,360,40000,1.0,5.939437900703354,log_price_density,,,Normal,SurvivalGumbelMixed
validation_2024,Normal_SurvivalGumbelMixed,1440,40000,1.0,5.86663332861213,log_price_density,,,Normal,SurvivalGumbelMixed
test_2025,Normal_SurvivalGumbelMixed,5,40000,1.0,5.863407559751323,log_price_density,,,Normal,SurvivalGumbelMixed
test_2025,Normal_SurvivalGumbelMixed,60,40000,1.0,5.929533665457999,log_price_density,,,Normal,SurvivalGumbelMixed
test_2025,Normal_SurvivalGumbelMixed,360,40000,1.0,6.147768053637092,log_price_density,,,Normal,SurvivalGumbelMixed
test_2025,Normal_SurvivalGumbelMixed,1440,40000,1.0,6.027347399612919,log_price_density,,,Normal,SurvivalGumbelMixed
training_2021_2023,StudentT_Gaussian,5,40000,1.0,7.853059623699293,log_price_density,,,StudentT,Gaussian
training_2021_2023,StudentT_Gaussian,60,40000,1.0,7.4010956499276555,log_price_density,,,StudentT,Gaussian
training_2021_2023,StudentT_Gaussian,360,40000,1.0,6.707976574873322,log_price_density,,,StudentT,Gaussian
training_2021_2023,StudentT_Gaussian,1440,40000,1.0,6.252389081459089,log_price_density,,,StudentT,Gaussian
validation_2024,StudentT_Gaussian,5,40000,1.0,8.43327821471806,log_price_density,,,StudentT,Gaussian
validation_2024,StudentT_Gaussian,60,40000,1.0,7.347686325181947,log_price_density,,,StudentT,Gaussian
validation_2024,StudentT_Gaussian,360,40000,1.0,6.582307750346254,log_price_density,,,StudentT,Gaussian
validation_2024,StudentT_Gaussian,1440,40000,1.0,6.085540948156933,log_price_density,,,StudentT,Gaussian
test_2025,StudentT_Gaussian,5,40000,1.0,8.702820145393922,log_price_density,,,StudentT,Gaussian
test_2025,StudentT_Gaussian,60,40000,1.0,7.64830041462924,log_price_density,,,StudentT,Gaussian
test_2025,StudentT_Gaussian,360,40000,1.0,6.886985897286242,log_price_density,,,StudentT,Gaussian
test_2025,StudentT_Gaussian,1440,40000,1.0,6.4719608152307595,log_price_density,,,StudentT,Gaussian
training_2021_2023,StudentT_GaussianMixed,5,40000,1.0,7.866451036843398,log_price_density,,,StudentT,GaussianMixed
training_2021_2023,StudentT_GaussianMixed,60,40000,1.0,7.468856405129004,log_price_density,,,StudentT,GaussianMixed
training_2021_2023,StudentT_GaussianMixed,360,40000,1.0,6.768933502172614,log_price_density,,,StudentT,GaussianMixed
training_2021_2023,StudentT_GaussianMixed,1440,40000,1.0,6.293720264570324,log_price_density,,,StudentT,GaussianMixed
validation_2024,StudentT_GaussianMixed,5,40000,1.0,8.511625495597377,log_price_density,,,StudentT,GaussianMixed
validation_2024,StudentT_GaussianMixed,60,40000,1.0,7.40676181395395,log_price_density,,,StudentT,GaussianMixed
validation_2024,StudentT_GaussianMixed,360,40000,1.0,6.639096880318768,log_price_density,,,StudentT,GaussianMixed
validation_2024,StudentT_GaussianMixed,1440,40000,1.0,6.130276284142563,log_price_density,,,StudentT,GaussianMixed
test_2025,StudentT_GaussianMixed,5,40000,1.0,8.751312039901043,log_price_density,,,StudentT,GaussianMixed
test_2025,StudentT_GaussianMixed,60,40000,1.0,7.72245174465014,log_price_density,,,StudentT,GaussianMixed
test_2025,StudentT_GaussianMixed,360,40000,1.0,6.94959632665329,log_price_density,,,StudentT,GaussianMixed
test_2025,StudentT_GaussianMixed,1440,40000,1.0,6.505502800201704,log_price_density,,,StudentT,GaussianMixed
training_2021_2023,StudentT_StudentT,5,40000,1.0,8.020816408518419,log_price_density,,,StudentT,StudentT
training_2021_2023,StudentT_StudentT,60,40000,1.0,7.662654517313589,log_price_density,,,StudentT,StudentT
training_2021_2023,StudentT_StudentT,360,40000,1.0,7.136656426198323,log_price_density,,,StudentT,StudentT
training_2021_2023,StudentT_StudentT,1440,40000,1.0,6.683408909618404,log_price_density,,,StudentT,StudentT
validation_2024,StudentT_StudentT,5,40000,1.0,8.781202083065782,log_price_density,,,StudentT,StudentT
validation_2024,StudentT_StudentT,60,40000,1.0,7.629835721195758,log_price_density,,,StudentT,StudentT
validation_2024,StudentT_StudentT,360,40000,1.0,6.928186756340513,log_price_density,,,StudentT,StudentT
validation_2024,StudentT_StudentT,1440,40000,1.0,6.450744421354252,log_price_density,,,StudentT,StudentT
test_2025,StudentT_StudentT,5,40000,1.0,9.020487520538687,log_price_density,,,StudentT,StudentT
test_2025,StudentT_StudentT,60,40000,1.0,8.060882166932645,log_price_density,,,StudentT,StudentT
test_2025,StudentT_StudentT,360,40000,1.0,7.359720626102023,log_price_density,,,StudentT,StudentT
test_2025,StudentT_StudentT,1440,40000,1.0,6.85628615302931,log_price_density,,,StudentT,StudentT
training_2021_2023,StudentT_StudentTMixed,5,40000,1.0,8.02080764348564,log_price_density,,,StudentT,StudentTMixed
training_2021_2023,StudentT_StudentTMixed,60,40000,1.0,7.662652857481088,log_price_density,,,StudentT,StudentTMixed
training_2021_2023,StudentT_StudentTMixed,360,40000,1.0,7.136661079024318,log_price_density,,,StudentT,StudentTMixed
training_2021_2023,StudentT_StudentTMixed,1440,40000,1.0,6.683414734296773,log_price_density,,,StudentT,StudentTMixed
validation_2024,StudentT_StudentTMixed,5,40000,1.0,8.781201388549837,log_price_density,,,StudentT,StudentTMixed
validation_2024,StudentT_StudentTMixed,60,40000,1.0,7.629834605580008,log_price_density,,,StudentT,StudentTMixed
validation_2024,StudentT_StudentTMixed,360,40000,1.0,6.928188545992521,log_price_density,,,StudentT,StudentTMixed
validation_2024,StudentT_StudentTMixed,1440,40000,1.0,6.450748281010942,log_price_density,,,StudentT,StudentTMixed
test_2025,StudentT_StudentTMixed,5,40000,1.0,9.020488315578651,log_price_density,,,StudentT,StudentTMixed
test_2025,StudentT_StudentTMixed,60,40000,1.0,8.060886289229723,log_price_density,,,StudentT,StudentTMixed
test_2025,StudentT_StudentTMixed,360,40000,1.0,7.359727531759396,log_price_density,,,StudentT,StudentTMixed
test_2025,StudentT_StudentTMixed,1440,40000,1.0,6.856292209667929,log_price_density,,,StudentT,StudentTMixed
training_2021_2023,StudentT_Frank,5,40000,1.0,7.744986345862855,log_price_density,,,StudentT,Frank
training_2021_2023,StudentT_Frank,60,40000,1.0,6.685426617715697,log_price_density,,,StudentT,Frank
training_2021_2023,StudentT_Frank,360,40000,1.0,6.091247939496729,log_price_density,,,StudentT,Frank
training_2021_2023,StudentT_Frank,1440,40000,1.0,6.083410562986106,log_price_density,,,StudentT,Frank
validation_2024,StudentT_Frank,5,40000,1.0,8.25047060990525,log_price_density,,,StudentT,Frank
validation_2024,StudentT_Frank,60,40000,1.0,6.580592393192249,log_price_density,,,StudentT,Frank
validation_2024,StudentT_Frank,360,40000,1.0,5.9038715550721275,log_price_density,,,StudentT,Frank
validation_2024,StudentT_Frank,1440,40000,1.0,5.890752540389428,log_price_density,,,StudentT,Frank
test_2025,StudentT_Frank,5,40000,1.0,8.640974483912956,log_price_density,,,StudentT,Frank
test_2025,StudentT_Frank,60,40000,1.0,6.899267291977719,log_price_density,,,StudentT,Frank
test_2025,StudentT_Frank,360,40000,1.0,6.343617325945416,log_price_density,,,StudentT,Frank
test_2025,StudentT_Frank,1440,40000,1.0,6.344498955484677,log_price_density,,,StudentT,Frank
training_2021_2023,StudentT_FrankMixed,5,40000,1.0,8.055237042628416,log_price_density,,,StudentT,FrankMixed
training_2021_2023,StudentT_FrankMixed,60,40000,1.0,7.890664817298164,log_price_density,,,StudentT,FrankMixed
training_2021_2023,StudentT_FrankMixed,360,40000,1.0,7.013781504368349,log_price_density,,,StudentT,FrankMixed
training_2021_2023,StudentT_FrankMixed,1440,40000,1.0,6.08356946984547,log_price_density,,,StudentT,FrankMixed
validation_2024,StudentT_FrankMixed,5,40000,1.0,5.807193773342394,log_price_density,,,StudentT,FrankMixed
validation_2024,StudentT_FrankMixed,60,40000,1.0,5.723969802413053,log_price_density,,,StudentT,FrankMixed
validation_2024,StudentT_FrankMixed,360,40000,1.0,5.981973277134216,log_price_density,,,StudentT,FrankMixed
validation_2024,StudentT_FrankMixed,1440,40000,1.0,5.890765228003664,log_price_density,,,StudentT,FrankMixed
test_2025,StudentT_FrankMixed,5,40000,1.0,6.387217886536233,log_price_density,,,StudentT,FrankMixed
test_2025,StudentT_FrankMixed,60,40000,1.0,6.2794083265326295,log_price_density,,,StudentT,FrankMixed
test_2025,StudentT_FrankMixed,360,40000,1.0,6.479039722841731,log_price_density,,,StudentT,FrankMixed
test_2025,StudentT_FrankMixed,1440,40000,1.0,6.344521001364882,log_price_density,,,StudentT,FrankMixed
training_2021_2023,StudentT_Clayton,5,40000,1.0,7.827284658443779,log_price_density,,,StudentT,Clayton
training_2021_2023,StudentT_Clayton,60,40000,1.0,6.583585954396345,log_price_density,,,StudentT,Clayton
training_2021_2023,StudentT_Clayton,360,40000,1.0,6.084478214546804,log_price_density,,,StudentT,Clayton
training_2021_2023,StudentT_Clayton,1440,40000,1.0,6.083409761241289,log_price_density,,,StudentT,Clayton
validation_2024,StudentT_Clayton,5,40000,1.0,8.50129922030878,log_price_density,,,StudentT,Clayton
validation_2024,StudentT_Clayton,60,40000,1.0,6.562552429859623,log_price_density,,,StudentT,Clayton
validation_2024,StudentT_Clayton,360,40000,1.0,5.895576203639044,log_price_density,,,StudentT,Clayton
validation_2024,StudentT_Clayton,1440,40000,1.0,5.89075153815365,log_price_density,,,StudentT,Clayton
test_2025,StudentT_Clayton,5,40000,1.0,8.822572626451135,log_price_density,,,StudentT,Clayton
test_2025,StudentT_Clayton,60,40000,1.0,6.835406959196046,log_price_density,,,StudentT,Clayton
test_2025,StudentT_Clayton,360,40000,1.0,6.3376149711100025,log_price_density,,,StudentT,Clayton
test_2025,StudentT_Clayton,1440,40000,1.0,6.344498261864901,log_price_density,,,StudentT,Clayton
training_2021_2023,StudentT_ClaytonMixed,5,40000,1.0,8.173739592466967,log_price_density,,,StudentT,ClaytonMixed
training_2021_2023,StudentT_ClaytonMixed,60,40000,1.0,7.999750128570308,log_price_density,,,StudentT,ClaytonMixed
training_2021_2023,StudentT_ClaytonMixed,360,40000,1.0,7.046258734298205,log_price_density,,,StudentT,ClaytonMixed
training_2021_2023,StudentT_ClaytonMixed,1440,40000,1.0,6.083643127752045,log_price_density,,,StudentT,ClaytonMixed
validation_2024,StudentT_ClaytonMixed,5,40000,1.0,5.661988748105671,log_price_density,,,StudentT,ClaytonMixed
validation_2024,StudentT_ClaytonMixed,60,40000,1.0,5.714396695848113,log_price_density,,,StudentT,ClaytonMixed
validation_2024,StudentT_ClaytonMixed,360,40000,1.0,5.98659382249484,log_price_density,,,StudentT,ClaytonMixed
validation_2024,StudentT_ClaytonMixed,1440,40000,1.0,5.89077045163591,log_price_density,,,StudentT,ClaytonMixed
test_2025,StudentT_ClaytonMixed,5,40000,1.0,6.371347215595234,log_price_density,,,StudentT,ClaytonMixed
test_2025,StudentT_ClaytonMixed,60,40000,1.0,6.302527181066075,log_price_density,,,StudentT,ClaytonMixed
test_2025,StudentT_ClaytonMixed,360,40000,1.0,6.4884281053478,log_price_density,,,StudentT,ClaytonMixed
test_2025,StudentT_ClaytonMixed,1440,40000,1.0,6.344525832998228,log_price_density,,,StudentT,ClaytonMixed
training_2021_2023,StudentT_SurvivalClayton,5,40000,1.0,7.7509652377650475,log_price_density,,,StudentT,SurvivalClayton
training_2021_2023,StudentT_SurvivalClayton,60,40000,1.0,6.5482045939135345,log_price_density,,,StudentT,SurvivalClayton
training_2021_2023,StudentT_SurvivalClayton,360,40000,1.0,6.084103280740297,log_price_density,,,StudentT,SurvivalClayton
training_2021_2023,StudentT_SurvivalClayton,1440,40000,1.0,6.083409759963951,log_price_density,,,StudentT,SurvivalClayton
validation_2024,StudentT_SurvivalClayton,5,40000,1.0,7.970012976273148,log_price_density,,,StudentT,SurvivalClayton
validation_2024,StudentT_SurvivalClayton,60,40000,1.0,6.344874095621091,log_price_density,,,StudentT,SurvivalClayton
validation_2024,StudentT_SurvivalClayton,360,40000,1.0,5.894145299538177,log_price_density,,,StudentT,SurvivalClayton
validation_2024,StudentT_SurvivalClayton,1440,40000,1.0,5.890751526723945,log_price_density,,,StudentT,SurvivalClayton
test_2025,StudentT_SurvivalClayton,5,40000,1.0,8.312747898370167,log_price_density,,,StudentT,SurvivalClayton
test_2025,StudentT_SurvivalClayton,60,40000,1.0,6.6476091016898415,log_price_density,,,StudentT,SurvivalClayton
test_2025,StudentT_SurvivalClayton,360,40000,1.0,6.336668214410896,log_price_density,,,StudentT,SurvivalClayton
test_2025,StudentT_SurvivalClayton,1440,40000,1.0,6.344498254831462,log_price_density,,,StudentT,SurvivalClayton
training_2021_2023,StudentT_SurvivalClaytonMixed,5,40000,1.0,8.166561736357584,log_price_density,,,StudentT,SurvivalClaytonMixed
training_2021_2023,StudentT_SurvivalClaytonMixed,60,40000,1.0,7.9559046576694,log_price_density,,,StudentT,SurvivalClaytonMixed
training_2021_2023,StudentT_SurvivalClaytonMixed,360,40000,1.0,7.020461553458474,log_price_density,,,StudentT,SurvivalClaytonMixed
training_2021_2023,StudentT_SurvivalClaytonMixed,1440,40000,1.0,6.0836279592133815,log_price_density,,,StudentT,SurvivalClaytonMixed
validation_2024,StudentT_SurvivalClaytonMixed,5,40000,1.0,5.9855152142904355,log_price_density,,,StudentT,SurvivalClaytonMixed
validation_2024,StudentT_SurvivalClaytonMixed,60,40000,1.0,5.811705615295179,log_price_density,,,StudentT,SurvivalClaytonMixed
validation_2024,StudentT_SurvivalClaytonMixed,360,40000,1.0,5.9893095781103,log_price_density,,,StudentT,SurvivalClaytonMixed
validation_2024,StudentT_SurvivalClaytonMixed,1440,40000,1.0,5.890766015239456,log_price_density,,,StudentT,SurvivalClaytonMixed
test_2025,StudentT_SurvivalClaytonMixed,5,40000,1.0,6.545087162100361,log_price_density,,,StudentT,SurvivalClaytonMixed
test_2025,StudentT_SurvivalClaytonMixed,60,40000,1.0,6.347285658071716,log_price_density,,,StudentT,SurvivalClaytonMixed
test_2025,StudentT_SurvivalClaytonMixed,360,40000,1.0,6.479444316779829,log_price_density,,,StudentT,SurvivalClaytonMixed
test_2025,StudentT_SurvivalClaytonMixed,1440,40000,1.0,6.344518192935987,log_price_density,,,StudentT,SurvivalClaytonMixed
training_2021_2023,StudentT_Gumbel,5,40000,1.0,7.948222466884784,log_price_density,,,StudentT,Gumbel
training_2021_2023,StudentT_Gumbel,60,40000,1.0,6.838974552602956,log_price_density,,,StudentT,Gumbel
training_2021_2023,StudentT_Gumbel,360,40000,1.0,6.109851851089603,log_price_density,,,StudentT,Gumbel
training_2021_2023,StudentT_Gumbel,1440,40000,1.0,6.083409785024951,log_price_density,,,StudentT,Gumbel
validation_2024,StudentT_Gumbel,5,40000,1.0,8.44408732767645,log_price_density,,,StudentT,Gumbel
validation_2024,StudentT_Gumbel,60,40000,1.0,6.678546535425078,log_price_density,,,StudentT,Gumbel
validation_2024,StudentT_Gumbel,360,40000,1.0,5.912640288956292,log_price_density,,,StudentT,Gumbel
validation_2024,StudentT_Gumbel,1440,40000,1.0,5.8907515352362285,log_price_density,,,StudentT,Gumbel
test_2025,StudentT_Gumbel,5,40000,1.0,8.70832412946569,log_price_density,,,StudentT,Gumbel
test_2025,StudentT_Gumbel,60,40000,1.0,6.931766409823059,log_price_density,,,StudentT,Gumbel
test_2025,StudentT_Gumbel,360,40000,1.0,6.347084985316081,log_price_density,,,StudentT,Gumbel
test_2025,StudentT_Gumbel,1440,40000,1.0,6.344498259607232,log_price_density,,,StudentT,Gumbel
training_2021_2023,StudentT_GumbelMixed,5,40000,1.0,8.010474355110095,log_price_density,,,StudentT,GumbelMixed
training_2021_2023,StudentT_GumbelMixed,60,40000,1.0,7.876715111136698,log_price_density,,,StudentT,GumbelMixed
training_2021_2023,StudentT_GumbelMixed,360,40000,1.0,6.9828850662025825,log_price_density,,,StudentT,GumbelMixed
training_2021_2023,StudentT_GumbelMixed,1440,40000,1.0,6.083492638117562,log_price_density,,,StudentT,GumbelMixed
validation_2024,StudentT_GumbelMixed,5,40000,1.0,5.493354144290695,log_price_density,,,StudentT,GumbelMixed
validation_2024,StudentT_GumbelMixed,60,40000,1.0,5.653182398793002,log_price_density,,,StudentT,GumbelMixed
validation_2024,StudentT_GumbelMixed,360,40000,1.0,5.967854269350939,log_price_density,,,StudentT,GumbelMixed
validation_2024,StudentT_GumbelMixed,1440,40000,1.0,5.8907572997121775,log_price_density,,,StudentT,GumbelMixed
test_2025,StudentT_GumbelMixed,5,40000,1.0,6.240350883762052,log_price_density,,,StudentT,GumbelMixed
test_2025,StudentT_GumbelMixed,60,40000,1.0,6.2472677056861805,log_price_density,,,StudentT,GumbelMixed
test_2025,StudentT_GumbelMixed,360,40000,1.0,6.464974908997826,log_price_density,,,StudentT,GumbelMixed
test_2025,StudentT_GumbelMixed,1440,40000,1.0,6.3445066870209255,log_price_density,,,StudentT,GumbelMixed
training_2021_2023,StudentT_SurvivalGumbel,5,40000,1.0,7.995766699330874,log_price_density,,,StudentT,SurvivalGumbel
training_2021_2023,StudentT_SurvivalGumbel,60,40000,1.0,6.86327110352142,log_price_density,,,StudentT,SurvivalGumbel
training_2021_2023,StudentT_SurvivalGumbel,360,40000,1.0,6.110377926183683,log_price_density,,,StudentT,SurvivalGumbel
training_2021_2023,StudentT_SurvivalGumbel,1440,40000,1.0,6.08340977993665,log_price_density,,,StudentT,SurvivalGumbel
validation_2024,StudentT_SurvivalGumbel,5,40000,1.0,8.659575236690483,log_price_density,,,StudentT,SurvivalGumbel
validation_2024,StudentT_SurvivalGumbel,60,40000,1.0,6.836636680466193,log_price_density,,,StudentT,SurvivalGumbel
validation_2024,StudentT_SurvivalGumbel,360,40000,1.0,5.927630934773151,log_price_density,,,StudentT,SurvivalGumbel
validation_2024,StudentT_SurvivalGumbel,1440,40000,1.0,5.89075155696306,log_price_density,,,StudentT,SurvivalGumbel
test_2025,StudentT_SurvivalGumbel,5,40000,1.0,8.898578295320316,log_price_density,,,StudentT,SurvivalGumbel
test_2025,StudentT_SurvivalGumbel,60,40000,1.0,7.081934494268478,log_price_density,,,StudentT,SurvivalGumbel
test_2025,StudentT_SurvivalGumbel,360,40000,1.0,6.357219889793592,log_price_density,,,StudentT,SurvivalGumbel
test_2025,StudentT_SurvivalGumbel,1440,40000,1.0,6.344498272718005,log_price_density,,,StudentT,SurvivalGumbel
training_2021_2023,StudentT_SurvivalGumbelMixed,5,40000,1.0,8.022524634034083,log_price_density,,,StudentT,SurvivalGumbelMixed
training_2021_2023,StudentT_SurvivalGumbelMixed,60,40000,1.0,7.890853728219782,log_price_density,,,StudentT,SurvivalGumbelMixed
training_2021_2023,StudentT_SurvivalGumbelMixed,360,40000,1.0,6.98272738329887,log_price_density,,,StudentT,SurvivalGumbelMixed
training_2021_2023,StudentT_SurvivalGumbelMixed,1440,40000,1.0,6.083586607975501,log_price_density,,,StudentT,SurvivalGumbelMixed
validation_2024,StudentT_SurvivalGumbelMixed,5,40000,1.0,5.449958574255817,log_price_density,,,StudentT,SurvivalGumbelMixed
validation_2024,StudentT_SurvivalGumbelMixed,60,40000,1.0,5.66353630195621,log_price_density,,,StudentT,SurvivalGumbelMixed
validation_2024,StudentT_SurvivalGumbelMixed,360,40000,1.0,5.9731202964351064,log_price_density,,,StudentT,SurvivalGumbelMixed
validation_2024,StudentT_SurvivalGumbelMixed,1440,40000,1.0,5.890765268499286,log_price_density,,,StudentT,SurvivalGumbelMixed
test_2025,StudentT_SurvivalGumbelMixed,5,40000,1.0,6.255528811055036,log_price_density,,,StudentT,SurvivalGumbelMixed
test_2025,StudentT_SurvivalGumbelMixed,60,40000,1.0,6.268613427821482,log_price_density,,,StudentT,SurvivalGumbelMixed
test_2025,StudentT_SurvivalGumbelMixed,360,40000,1.0,6.472678458652348,log_price_density,,,StudentT,SurvivalGumbelMixed
test_2025,StudentT_SurvivalGumbelMixed,1440,40000,1.0,6.344518622257006,log_price_density,,,StudentT,SurvivalGumbelMixed
training_2021_2023,SkewStudentT_Gaussian,5,40000,1.0,7.852415177856164,log_price_density,,,SkewStudentT,Gaussian
training_2021_2023,SkewStudentT_Gaussian,60,40000,1.0,7.399141478910694,log_price_density,,,SkewStudentT,Gaussian
training_2021_2023,SkewStudentT_Gaussian,360,40000,1.0,6.706364540320918,log_price_density,,,SkewStudentT,Gaussian
training_2021_2023,SkewStudentT_Gaussian,1440,40000,1.0,6.251983307816088,log_price_density,,,SkewStudentT,Gaussian
validation_2024,SkewStudentT_Gaussian,5,40000,1.0,8.42876340883262,log_price_density,,,SkewStudentT,Gaussian
validation_2024,SkewStudentT_Gaussian,60,40000,1.0,7.343093771238637,log_price_density,,,SkewStudentT,Gaussian
validation_2024,SkewStudentT_Gaussian,360,40000,1.0,6.579107351887945,log_price_density,,,SkewStudentT,Gaussian
validation_2024,SkewStudentT_Gaussian,1440,40000,1.0,6.086713094433961,log_price_density,,,SkewStudentT,Gaussian
test_2025,SkewStudentT_Gaussian,5,40000,1.0,8.698734323911394,log_price_density,,,SkewStudentT,Gaussian
test_2025,SkewStudentT_Gaussian,60,40000,1.0,7.6439784068811685,log_price_density,,,SkewStudentT,Gaussian
test_2025,SkewStudentT_Gaussian,360,40000,1.0,6.883855556914443,log_price_density,,,SkewStudentT,Gaussian
test_2025,SkewStudentT_Gaussian,1440,40000,1.0,6.472340942346434,log_price_density,,,SkewStudentT,Gaussian
training_2021_2023,SkewStudentT_GaussianMixed,5,40000,1.0,7.8660451201914565,log_price_density,,,SkewStudentT,GaussianMixed
training_2021_2023,SkewStudentT_GaussianMixed,60,40000,1.0,7.466887843233792,log_price_density,,,SkewStudentT,GaussianMixed
training_2021_2023,SkewStudentT_GaussianMixed,360,40000,1.0,6.767206733791112,log_price_density,,,SkewStudentT,GaussianMixed
training_2021_2023,SkewStudentT_GaussianMixed,1440,40000,1.0,6.2931078410209045,log_price_density,,,SkewStudentT,GaussianMixed
validation_2024,SkewStudentT_GaussianMixed,5,40000,1.0,8.507422534346864,log_price_density,,,SkewStudentT,GaussianMixed
validation_2024,SkewStudentT_GaussianMixed,60,40000,1.0,7.402267933777466,log_price_density,,,SkewStudentT,GaussianMixed
