kappa,lambda,mean_loglik
0.8951206094871652,10.62489738744535,8.805777784676938
0.8951206094871652,12.140335127062933,8.802435155325968
0.8951206094871652,13.871920981708046,8.798485610097872
0.9696725802667729,0.2540730953940195,8.815395271909944
0.9696725802667729,0.29031174724552056,8.81574432320252
0.9696725802667729,0.33171914742898384,8.816092919259935
0.9696725802667729,0.37903251871496474,8.816439474882886
0.9696725802667729,0.4330942345562576,8.816782113684425
0.9696725802667729,0.49486681681506367,8.81711862498494
0.9696725802667729,0.5654500726281616,8.817446414527423
0.9696725802667729,0.6461006755170664,8.817762448020831
0.9696725802667729,0.7382545393678304,8.818063186356929
0.9696725802667729,0.8435523836297413,8.818344511171835
0.9696725802667729,0.9638689448990682,8.818601639239029
0.9696725802667729,1.101346354974709,8.818829023983344
0.9696725802667729,1.2584322796530119,8.819020242193254
0.9696725802667729,1.4379234972898627,8.819167863774855
0.9696725802667729,1.6430156930084603,8.819263302129245
0.9696725802667729,1.8773603550953688,8.819296642436418
0.9696725802667729,2.1451297865757275,8.819256444784767
0.9696725802667729,2.451091389442208,8.81912951868638
0.9696725802667729,2.800692544103856,8.818900665055486
0.9696725802667729,3.200157595259617,8.818552381192715
0.9696725802667729,3.656598670945743,8.818064523704248
0.9696725802667729,4.178142307793895,8.81741392358623
0.9696725802667729,4.774074136952592,8.81657394691622
0.9696725802667729,5.455004206679104,8.81551399370983
0.9696725802667729,6.233055885026829,8.814198926517857
0.9696725802667729,7.122081705876312,8.812588419252608
0.9696725802667729,8.137910001260915,8.810636215538917
0.9696725802667729,9.298626711061289,8.808289284584877
0.9696725802667729,10.62489738744535,8.805486861163265
0.9696725802667729,12.140335127062933,8.80215935479789
0.9696725802667729,13.871920981708046,8.798227111681138
1.0504337660820031,0.2540730953940195,8.81497570960964
1.0504337660820031,0.29031174724552056,8.815323805539565
1.0504337660820031,0.33171914742898384,8.81567150273622
1.0504337660820031,0.37903251871496474,8.816017224555585
1.0504337660820031,0.4330942345562576,8.816359104244233
1.0504337660820031,0.49486681681506367,8.81669494199968
1.0504337660820031,0.5654500726281616,8.81702215586708
1.0504337660820031,0.6461006755170664,8.817337725480764
1.0504337660820031,0.7382545393678304,8.81763812749874
1.0504337660820031,0.8435523836297413,8.81791926140631
1.0504337660820031,0.9638689448990682,8.818176364181946
1.0504337660820031,1.101346354974709,8.818403912122932
1.0504337660820031,1.2584322796530119,8.818595507916276
1.0504337660820031,1.4379234972898627,8.818743750806945
1.0504337660820031,1.6430156930084603,8.81884008745324
1.0504337660820031,1.8773603550953688,8.818874640760335
1.0504337660820031,2.1451297865757275,8.818836013638302
1.0504337660820031,2.451091389442208,8.81871106423193
1.0504337660820031,2.800692544103856,8.818484648706942
1.0504337660820031,3.200157595259617,8.818139327143792
1.0504337660820031,3.656598670945743,8.8176550274786
1.0504337660820031,4.178142307793895,8.817008661735787
1.0504337660820031,4.774074136952592,8.816173688012693
1.0504337660820031,5.455004206679104,8.815119610798897
1.0504337660820031,6.233055885026829,8.81381141123628
1.0504337660820031,7.122081705876312,8.812208897847034
1.0504337660820031,8.137910001260915,8.810265967072223
1.0504337660820031,9.298626711061289,8.807929761673607
1.0504337660820031,10.62489738744535,8.805139713660733
1.0504337660820031,12.140335127062933,8.801826456925873
1.0504337660820031,13.871920981708046,8.797910593223998
1.1379213142457365,0.2540730953940195,8.814507295705388
1.1379213142457365,0.29031174724552056,8.814854213044235
1.1379213142457365,0.33171914742898384,8.815200786123008
1.1379213142457365,0.37903251871496474,8.815545446241218
1.1379213142457365,0.4330942345562576,8.815886335599643
1.1379213142457365,0.49486681681506367,8.816221264505016
1.1379213142457365,0.5654500726281616,8.816547662423014
1.1379213142457365,0.6461006755170664,8.816862521890668
1.1379213142457365,0.7382545393678304,8.81716233414164
1.1379213142457365,0.8435523836297413,8.817443015128683
1.1379213142457365,0.9638689448990682,8.817699820446315
1.1379213142457365,1.101346354974709,8.817927247461666
1.1379213142457365,1.2584322796530119,8.818118922749026
1.1379213142457365,1.4379234972898627,8.8182674726886
1.1379213142457365,1.6430156930084603,8.818364374825958
1.1379213142457365,1.8773603550953688,8.818399787287735
1.1379213142457365,2.1451297865757275,8.818362353203327
1.1379213142457365,2.451091389442208,8.818238976682434
1.1379213142457365,2.800692544103856,8.818014566436547
1.1379213142457365,3.200157595259617,8.8176717426009
1.1379213142457365,3.656598670945743,8.81719050170544
1.1379213142457365,4.178142307793895,8.816547834053287
1.1379213142457365,4.774074136952592,8.815717286987134
1.1379213142457365,5.455004206679104,8.814668466653238
1.1379213142457365,6.233055885026829,8.813366469903956
1.1379213142457365,7.122081705876312,8.811771236908733
1.1379213142457365,8.137910001260915,8.809836813867594
1.1379213142457365,9.298626711061289,8.807510513940986
1.1379213142457365,10.62489738744535,8.804731963130754
1.1379213142457365,12.140335127062933,8.801432016382629
1.1379213142457365,13.871920981708046,8.797531527654641
1.2326954437540991,0.2540730953940195,8.81398489429545
1.2326954437540991,0.29031174724552056,8.814330371286234
1.2326954437540991,0.33171914742898384,8.81467555931649
1.2326954437540991,0.37903251871496474,8.815018897489756
1.2326954437540991,0.4330942345562576,8.81535853678767
1.2326954437540991,0.49486681681506367,8.815692297409324
1.2326954437540991,0.5654500726281616,8.81601761996139
