timestamp,utc,open,high,low,close,volume,trades
1557591900,2019-05-11 16:25:00+00:00,1.0047,1000.0,1.0038,1.0047,153934.88406861,231
1568645400,2019-09-16 14:50:00+00:00,1.0011,300.0,1.0008,300.0,1018913.28250696,367
1568645700,2019-09-16 14:55:00+00:00,300.0,394.0,1.0009,1.0021,41502.32827133,136
