test_name,null_model,alternative_model,total_available_pairs,matched_pairs,pair_selection,bootstrap_design,replications,same_sample_size_observed_and_bootstrap,same_null_refit_observed_and_bootstrap,same_joint_alternative_fit_observed_and_bootstrap,observed_lr,raw_pvalue,finite_replication_corrected_pvalue,critical_90,critical_95,critical_99,bootstrap_alternative_convergence_rate,bootstrap_lambda_boundary_share,multistart,parallel_jobs,random_seed,interpretation_scope,observed_null_loglik,observed_alternative_loglik,observed_theta_null,observed_kappa_null,observed_sigma_null,observed_theta_alt,observed_kappa_alt,observed_sigma_alt,observed_lambda_alt,observed_alternative_converged,observed_alternative_gradient_norm
matched_fixed_design_joint_MOUF_boundary_bootstrap,OUF,MOUF_joint_theta_kappa_sigma_lambda,524610,25000,deterministic_systematic_over_full_baseline,fixed_observed_x_prev_conditional_OU_simulation,500,True,True,True,12722.80446023983,0.0,0.001996007984031936,1.1641532182693481e-10,1.1641532182693481e-10,1.7462298274040222e-10,0.982,0.994,4,4,20260806,conditional composite likelihood on the prespecified matched systematic design,201061.1919628327,207422.59419295262,-6.922599896822229e-05,1.1172745097859076,0.0013228490288186834,0.0005689106475057823,0.02527157542240998,0.000960514964453571,1.918505570769261,True,5.117634420024335e-06
