period,model_mixed,marginal,copula_mixed,horizon_minutes,n_pairs_mixed,finite_score_coverage_mixed,mean_log_score_mixed,comparison_group_mixed,evaluation_error_mixed,copula_family,model_base,copula_base,n_pairs_base,finite_score_coverage_base,mean_log_score_base,comparison_group_base,evaluation_error_base,mixed_minus_base_log_score
test_2025,StudentT_FrankMixed,StudentT,FrankMixed,360,40000,1.0,6.479039722841731,log_price_density,,Frank,StudentT_Frank,Frank,40000,1.0,6.343617325945416,log_price_density,,0.13542239689631508
test_2025,StudentT_FrankMixed,StudentT,FrankMixed,1440,40000,1.0,6.344521001364882,log_price_density,,Frank,StudentT_Frank,Frank,40000,1.0,6.344498955484677,log_price_density,,2.204588020493503e-05
training_2021_2023,StudentT_ClaytonMixed,StudentT,ClaytonMixed,5,40000,1.0,8.173739592466967,log_price_density,,Clayton,StudentT_Clayton,Clayton,40000,1.0,7.827284658443779,log_price_density,,0.34645493402318817
training_2021_2023,StudentT_ClaytonMixed,StudentT,ClaytonMixed,60,40000,1.0,7.999750128570308,log_price_density,,Clayton,StudentT_Clayton,Clayton,40000,1.0,6.583585954396345,log_price_density,,1.4161641741739626
training_2021_2023,StudentT_ClaytonMixed,StudentT,ClaytonMixed,360,40000,1.0,7.046258734298205,log_price_density,,Clayton,StudentT_Clayton,Clayton,40000,1.0,6.084478214546804,log_price_density,,0.9617805197514011
training_2021_2023,StudentT_ClaytonMixed,StudentT,ClaytonMixed,1440,40000,1.0,6.083643127752045,log_price_density,,Clayton,StudentT_Clayton,Clayton,40000,1.0,6.083409761241289,log_price_density,,0.0002333665107556726
validation_2024,StudentT_ClaytonMixed,StudentT,ClaytonMixed,5,40000,1.0,5.661988748105671,log_price_density,,Clayton,StudentT_Clayton,Clayton,40000,1.0,8.50129922030878,log_price_density,,-2.8393104722031097
validation_2024,StudentT_ClaytonMixed,StudentT,ClaytonMixed,60,40000,1.0,5.714396695848113,log_price_density,,Clayton,StudentT_Clayton,Clayton,40000,1.0,6.562552429859623,log_price_density,,-0.8481557340115096
validation_2024,StudentT_ClaytonMixed,StudentT,ClaytonMixed,360,40000,1.0,5.98659382249484,log_price_density,,Clayton,StudentT_Clayton,Clayton,40000,1.0,5.895576203639044,log_price_density,,0.09101761885579585
validation_2024,StudentT_ClaytonMixed,StudentT,ClaytonMixed,1440,40000,1.0,5.89077045163591,log_price_density,,Clayton,StudentT_Clayton,Clayton,40000,1.0,5.89075153815365,log_price_density,,1.8913482259463876e-05
test_2025,StudentT_ClaytonMixed,StudentT,ClaytonMixed,5,40000,1.0,6.371347215595234,log_price_density,,Clayton,StudentT_Clayton,Clayton,40000,1.0,8.822572626451135,log_price_density,,-2.4512254108559013
test_2025,StudentT_ClaytonMixed,StudentT,ClaytonMixed,60,40000,1.0,6.302527181066075,log_price_density,,Clayton,StudentT_Clayton,Clayton,40000,1.0,6.835406959196046,log_price_density,,-0.5328797781299714
test_2025,StudentT_ClaytonMixed,StudentT,ClaytonMixed,360,40000,1.0,6.4884281053478,log_price_density,,Clayton,StudentT_Clayton,Clayton,40000,1.0,6.3376149711100025,log_price_density,,0.1508131342377972
test_2025,StudentT_ClaytonMixed,StudentT,ClaytonMixed,1440,40000,1.0,6.344525832998228,log_price_density,,Clayton,StudentT_Clayton,Clayton,40000,1.0,6.344498261864901,log_price_density,,2.7571133326631525e-05
training_2021_2023,StudentT_SurvivalClaytonMixed,StudentT,SurvivalClaytonMixed,5,40000,1.0,8.166561736357584,log_price_density,,SurvivalClayton,StudentT_SurvivalClayton,SurvivalClayton,40000,1.0,7.7509652377650475,log_price_density,,0.4155964985925369
training_2021_2023,StudentT_SurvivalClaytonMixed,StudentT,SurvivalClaytonMixed,60,40000,1.0,7.9559046576694,log_price_density,,SurvivalClayton,StudentT_SurvivalClayton,SurvivalClayton,40000,1.0,6.5482045939135345,log_price_density,,1.4077000637558656
training_2021_2023,StudentT_SurvivalClaytonMixed,StudentT,SurvivalClaytonMixed,360,40000,1.0,7.020461553458474,log_price_density,,SurvivalClayton,StudentT_SurvivalClayton,SurvivalClayton,40000,1.0,6.084103280740297,log_price_density,,0.9363582727181772
training_2021_2023,StudentT_SurvivalClaytonMixed,StudentT,SurvivalClaytonMixed,1440,40000,1.0,6.0836279592133815,log_price_density,,SurvivalClayton,StudentT_SurvivalClayton,SurvivalClayton,40000,1.0,6.083409759963951,log_price_density,,0.0002181992494305618
validation_2024,StudentT_SurvivalClaytonMixed,StudentT,SurvivalClaytonMixed,5,40000,1.0,5.9855152142904355,log_price_density,,SurvivalClayton,StudentT_SurvivalClayton,SurvivalClayton,40000,1.0,7.970012976273148,log_price_density,,-1.9844977619827127
validation_2024,StudentT_SurvivalClaytonMixed,StudentT,SurvivalClaytonMixed,60,40000,1.0,5.811705615295179,log_price_density,,SurvivalClayton,StudentT_SurvivalClayton,SurvivalClayton,40000,1.0,6.344874095621091,log_price_density,,-0.5331684803259122
validation_2024,StudentT_SurvivalClaytonMixed,StudentT,SurvivalClaytonMixed,360,40000,1.0,5.9893095781103,log_price_density,,SurvivalClayton,StudentT_SurvivalClayton,SurvivalClayton,40000,1.0,5.894145299538177,log_price_density,,0.09516427857212229
validation_2024,StudentT_SurvivalClaytonMixed,StudentT,SurvivalClaytonMixed,1440,40000,1.0,5.890766015239456,log_price_density,,SurvivalClayton,StudentT_SurvivalClayton,SurvivalClayton,40000,1.0,5.890751526723945,log_price_density,,1.448851551089092e-05
test_2025,StudentT_SurvivalClaytonMixed,StudentT,SurvivalClaytonMixed,5,40000,1.0,6.545087162100361,log_price_density,,SurvivalClayton,StudentT_SurvivalClayton,SurvivalClayton,40000,1.0,8.312747898370167,log_price_density,,-1.7676607362698062
test_2025,StudentT_SurvivalClaytonMixed,StudentT,SurvivalClaytonMixed,60,40000,1.0,6.347285658071716,log_price_density,,SurvivalClayton,StudentT_SurvivalClayton,SurvivalClayton,40000,1.0,6.6476091016898415,log_price_density,,-0.3003234436181259
test_2025,StudentT_SurvivalClaytonMixed,StudentT,SurvivalClaytonMixed,360,40000,1.0,6.479444316779829,log_price_density,,SurvivalClayton,StudentT_SurvivalClayton,SurvivalClayton,40000,1.0,6.336668214410896,log_price_density,,0.14277610236893334
test_2025,StudentT_SurvivalClaytonMixed,StudentT,SurvivalClaytonMixed,1440,40000,1.0,6.344518192935987,log_price_density,,SurvivalClayton,StudentT_SurvivalClayton,SurvivalClayton,40000,1.0,6.344498254831462,log_price_density,,1.9938104524719336e-05
training_2021_2023,StudentT_GumbelMixed,StudentT,GumbelMixed,5,40000,1.0,8.010474355110095,log_price_density,,Gumbel,StudentT_Gumbel,Gumbel,40000,1.0,7.948222466884784,log_price_density,,0.062251888225310914
training_2021_2023,StudentT_GumbelMixed,StudentT,GumbelMixed,60,40000,1.0,7.876715111136698,log_price_density,,Gumbel,StudentT_Gumbel,Gumbel,40000,1.0,6.838974552602956,log_price_density,,1.0377405585337423
training_2021_2023,StudentT_GumbelMixed,StudentT,GumbelMixed,360,40000,1.0,6.9828850662025825,log_price_density,,Gumbel,StudentT_Gumbel,Gumbel,40000,1.0,6.109851851089603,log_price_density,,0.8730332151129794
training_2021_2023,StudentT_GumbelMixed,StudentT,GumbelMixed,1440,40000,1.0,6.083492638117562,log_price_density,,Gumbel,StudentT_Gumbel,Gumbel,40000,1.0,6.083409785024951,log_price_density,,8.285309261069074e-05
validation_2024,StudentT_GumbelMixed,StudentT,GumbelMixed,5,40000,1.0,5.493354144290695,log_price_density,,Gumbel,StudentT_Gumbel,Gumbel,40000,1.0,8.44408732767645,log_price_density,,-2.950733183385754
validation_2024,StudentT_GumbelMixed,StudentT,GumbelMixed,60,40000,1.0,5.653182398793002,log_price_density,,Gumbel,StudentT_Gumbel,Gumbel,40000,1.0,6.678546535425078,log_price_density,,-1.025364136632076
validation_2024,StudentT_GumbelMixed,StudentT,GumbelMixed,360,40000,1.0,5.967854269350939,log_price_density,,Gumbel,StudentT_Gumbel,Gumbel,40000,1.0,5.912640288956292,log_price_density,,0.055213980394646534
validation_2024,StudentT_GumbelMixed,StudentT,GumbelMixed,1440,40000,1.0,5.8907572997121775,log_price_density,,Gumbel,StudentT_Gumbel,Gumbel,40000,1.0,5.8907515352362285,log_price_density,,5.76447594902163e-06
test_2025,StudentT_GumbelMixed,StudentT,GumbelMixed,5,40000,1.0,6.240350883762052,log_price_density,,Gumbel,StudentT_Gumbel,Gumbel,40000,1.0,8.70832412946569,log_price_density,,-2.4679732457036385
test_2025,StudentT_GumbelMixed,StudentT,GumbelMixed,60,40000,1.0,6.2472677056861805,log_price_density,,Gumbel,StudentT_Gumbel,Gumbel,40000,1.0,6.931766409823059,log_price_density,,-0.6844987041368782
test_2025,StudentT_GumbelMixed,StudentT,GumbelMixed,360,40000,1.0,6.464974908997826,log_price_density,,Gumbel,StudentT_Gumbel,Gumbel,40000,1.0,6.347084985316081,log_price_density,,0.11788992368174522
test_2025,StudentT_GumbelMixed,StudentT,GumbelMixed,1440,40000,1.0,6.3445066870209255,log_price_density,,Gumbel,StudentT_Gumbel,Gumbel,40000,1.0,6.344498259607232,log_price_density,,8.42741369311284e-06
training_2021_2023,StudentT_SurvivalGumbelMixed,StudentT,SurvivalGumbelMixed,5,40000,1.0,8.022524634034083,log_price_density,,SurvivalGumbel,StudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,7.995766699330874,log_price_density,,0.026757934703208974
training_2021_2023,StudentT_SurvivalGumbelMixed,StudentT,SurvivalGumbelMixed,60,40000,1.0,7.890853728219782,log_price_density,,SurvivalGumbel,StudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.86327110352142,log_price_density,,1.0275826246983621
training_2021_2023,StudentT_SurvivalGumbelMixed,StudentT,SurvivalGumbelMixed,360,40000,1.0,6.98272738329887,log_price_density,,SurvivalGumbel,StudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.110377926183683,log_price_density,,0.8723494571151864
training_2021_2023,StudentT_SurvivalGumbelMixed,StudentT,SurvivalGumbelMixed,1440,40000,1.0,6.083586607975501,log_price_density,,SurvivalGumbel,StudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.08340977993665,log_price_density,,0.00017682803885143983
validation_2024,StudentT_SurvivalGumbelMixed,StudentT,SurvivalGumbelMixed,5,40000,1.0,5.449958574255817,log_price_density,,SurvivalGumbel,StudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,8.659575236690483,log_price_density,,-3.209616662434666
validation_2024,StudentT_SurvivalGumbelMixed,StudentT,SurvivalGumbelMixed,60,40000,1.0,5.66353630195621,log_price_density,,SurvivalGumbel,StudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.836636680466193,log_price_density,,-1.1731003785099832
validation_2024,StudentT_SurvivalGumbelMixed,StudentT,SurvivalGumbelMixed,360,40000,1.0,5.9731202964351064,log_price_density,,SurvivalGumbel,StudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,5.927630934773151,log_price_density,,0.045489361661955385
validation_2024,StudentT_SurvivalGumbelMixed,StudentT,SurvivalGumbelMixed,1440,40000,1.0,5.890765268499286,log_price_density,,SurvivalGumbel,StudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,5.89075155696306,log_price_density,,1.3711536225535781e-05
test_2025,StudentT_SurvivalGumbelMixed,StudentT,SurvivalGumbelMixed,5,40000,1.0,6.255528811055036,log_price_density,,SurvivalGumbel,StudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,8.898578295320316,log_price_density,,-2.64304948426528
test_2025,StudentT_SurvivalGumbelMixed,StudentT,SurvivalGumbelMixed,60,40000,1.0,6.268613427821482,log_price_density,,SurvivalGumbel,StudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,7.081934494268478,log_price_density,,-0.8133210664469965
test_2025,StudentT_SurvivalGumbelMixed,StudentT,SurvivalGumbelMixed,360,40000,1.0,6.472678458652348,log_price_density,,SurvivalGumbel,StudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.357219889793592,log_price_density,,0.11545856885875594
test_2025,StudentT_SurvivalGumbelMixed,StudentT,SurvivalGumbelMixed,1440,40000,1.0,6.344518622257006,log_price_density,,SurvivalGumbel,StudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.344498272718005,log_price_density,,2.0349539000541483e-05
training_2021_2023,SkewStudentT_GaussianMixed,SkewStudentT,GaussianMixed,5,40000,1.0,7.8660451201914565,log_price_density,,Gaussian,SkewStudentT_Gaussian,Gaussian,40000,1.0,7.852415177856164,log_price_density,,0.013629942335292355
training_2021_2023,SkewStudentT_GaussianMixed,SkewStudentT,GaussianMixed,60,40000,1.0,7.466887843233792,log_price_density,,Gaussian,SkewStudentT_Gaussian,Gaussian,40000,1.0,7.399141478910694,log_price_density,,0.06774636432309755
training_2021_2023,SkewStudentT_GaussianMixed,SkewStudentT,GaussianMixed,360,40000,1.0,6.767206733791112,log_price_density,,Gaussian,SkewStudentT_Gaussian,Gaussian,40000,1.0,6.706364540320918,log_price_density,,0.060842193470193706
training_2021_2023,SkewStudentT_GaussianMixed,SkewStudentT,GaussianMixed,1440,40000,1.0,6.2931078410209045,log_price_density,,Gaussian,SkewStudentT_Gaussian,Gaussian,40000,1.0,6.251983307816088,log_price_density,,0.04112453320481624
validation_2024,SkewStudentT_GaussianMixed,SkewStudentT,GaussianMixed,5,40000,1.0,8.507422534346864,log_price_density,,Gaussian,SkewStudentT_Gaussian,Gaussian,40000,1.0,8.42876340883262,log_price_density,,0.07865912551424437
validation_2024,SkewStudentT_GaussianMixed,SkewStudentT,GaussianMixed,60,40000,1.0,7.402267933777466,log_price_density,,Gaussian,SkewStudentT_Gaussian,Gaussian,40000,1.0,7.343093771238637,log_price_density,,0.05917416253882912
validation_2024,SkewStudentT_GaussianMixed,SkewStudentT,GaussianMixed,360,40000,1.0,6.635649612454878,log_price_density,,Gaussian,SkewStudentT_Gaussian,Gaussian,40000,1.0,6.579107351887945,log_price_density,,0.05654226056693279
validation_2024,SkewStudentT_GaussianMixed,SkewStudentT,GaussianMixed,1440,40000,1.0,6.130796701031277,log_price_density,,Gaussian,SkewStudentT_Gaussian,Gaussian,40000,1.0,6.086713094433961,log_price_density,,0.04408360659731603
test_2025,SkewStudentT_GaussianMixed,SkewStudentT,GaussianMixed,5,40000,1.0,8.74736280660437,log_price_density,,Gaussian,SkewStudentT_Gaussian,Gaussian,40000,1.0,8.698734323911394,log_price_density,,0.04862848269297615
test_2025,SkewStudentT_GaussianMixed,SkewStudentT,GaussianMixed,60,40000,1.0,7.718219958823172,log_price_density,,Gaussian,SkewStudentT_Gaussian,Gaussian,40000,1.0,7.6439784068811685,log_price_density,,0.07424155194200388
test_2025,SkewStudentT_GaussianMixed,SkewStudentT,GaussianMixed,360,40000,1.0,6.946302246671717,log_price_density,,Gaussian,SkewStudentT_Gaussian,Gaussian,40000,1.0,6.883855556914443,log_price_density,,0.062446689757273965
test_2025,SkewStudentT_GaussianMixed,SkewStudentT,GaussianMixed,1440,40000,1.0,6.505346664356427,log_price_density,,Gaussian,SkewStudentT_Gaussian,Gaussian,40000,1.0,6.472340942346434,log_price_density,,0.0330057220099933
training_2021_2023,SkewStudentT_StudentTMixed,SkewStudentT,StudentTMixed,5,40000,1.0,8.021433100280332,log_price_density,,StudentT,SkewStudentT_StudentT,StudentT,40000,1.0,8.02144181753821,log_price_density,,-8.717257879098383e-06
training_2021_2023,SkewStudentT_StudentTMixed,SkewStudentT,StudentTMixed,60,40000,1.0,7.661430780986371,log_price_density,,StudentT,SkewStudentT_StudentT,StudentT,40000,1.0,7.661432402650923,log_price_density,,-1.6216645519762096e-06
training_2021_2023,SkewStudentT_StudentTMixed,SkewStudentT,StudentTMixed,360,40000,1.0,7.134681799653795,log_price_density,,StudentT,SkewStudentT_StudentT,StudentT,40000,1.0,7.134677126884411,log_price_density,,4.6727693838732876e-06
training_2021_2023,SkewStudentT_StudentTMixed,SkewStudentT,StudentTMixed,1440,40000,1.0,6.68119157660477,log_price_density,,StudentT,SkewStudentT_StudentT,StudentT,40000,1.0,6.68118574320701,log_price_density,,5.833397760390824e-06
validation_2024,SkewStudentT_StudentTMixed,SkewStudentT,StudentTMixed,5,40000,1.0,8.778520730133653,log_price_density,,StudentT,SkewStudentT_StudentT,StudentT,40000,1.0,8.778521330319103,log_price_density,,-6.001854497839076e-07
validation_2024,SkewStudentT_StudentTMixed,SkewStudentT,StudentTMixed,60,40000,1.0,7.62722549626622,log_price_density,,StudentT,SkewStudentT_StudentT,StudentT,40000,1.0,7.627226502109492,log_price_density,,-1.0058432717841015e-06
validation_2024,SkewStudentT_StudentTMixed,SkewStudentT,StudentTMixed,360,40000,1.0,6.925051391108847,log_price_density,,StudentT,SkewStudentT_StudentT,StudentT,40000,1.0,6.925049515868937,log_price_density,,1.8752399100208095e-06
validation_2024,SkewStudentT_StudentTMixed,SkewStudentT,StudentTMixed,1440,40000,1.0,6.448863811301625,log_price_density,,StudentT,SkewStudentT_StudentT,StudentT,40000,1.0,6.448859901786039,log_price_density,,3.9095155859314445e-06
test_2025,SkewStudentT_StudentTMixed,SkewStudentT,StudentTMixed,5,40000,1.0,9.018157991192167,log_price_density,,StudentT,SkewStudentT_StudentT,StudentT,40000,1.0,9.01815710190658,log_price_density,,8.892855873909866e-07
test_2025,SkewStudentT_StudentTMixed,SkewStudentT,StudentTMixed,60,40000,1.0,8.057933304608303,log_price_density,,StudentT,SkewStudentT_StudentT,StudentT,40000,1.0,8.05792908947688,log_price_density,,4.2151314225691294e-06
test_2025,SkewStudentT_StudentTMixed,SkewStudentT,StudentTMixed,360,40000,1.0,7.356669408765591,log_price_density,,StudentT,SkewStudentT_StudentT,StudentT,40000,1.0,7.356662432607508,log_price_density,,6.976158083205064e-06
test_2025,SkewStudentT_StudentTMixed,SkewStudentT,StudentTMixed,1440,40000,1.0,6.854173399439178,log_price_density,,StudentT,SkewStudentT_StudentT,StudentT,40000,1.0,6.854167314571969,log_price_density,,6.084867209210643e-06
training_2021_2023,SkewStudentT_FrankMixed,SkewStudentT,FrankMixed,5,40000,1.0,8.054217909750903,log_price_density,,Frank,SkewStudentT_Frank,Frank,40000,1.0,7.745572824955061,log_price_density,,0.30864508479584263
training_2021_2023,SkewStudentT_FrankMixed,SkewStudentT,FrankMixed,60,40000,1.0,7.890520506744327,log_price_density,,Frank,SkewStudentT_Frank,Frank,40000,1.0,6.685609227065352,log_price_density,,1.2049112796789752
training_2021_2023,SkewStudentT_FrankMixed,SkewStudentT,FrankMixed,360,40000,1.0,7.014305389461067,log_price_density,,Frank,SkewStudentT_Frank,Frank,40000,1.0,6.091690470803519,log_price_density,,0.9226149186575485
training_2021_2023,SkewStudentT_FrankMixed,SkewStudentT,FrankMixed,1440,40000,1.0,6.084058166187332,log_price_density,,Frank,SkewStudentT_Frank,Frank,40000,1.0,6.083899257622875,log_price_density,,0.00015890856445732737
validation_2024,SkewStudentT_FrankMixed,SkewStudentT,FrankMixed,5,40000,1.0,5.798803331013248,log_price_density,,Frank,SkewStudentT_Frank,Frank,40000,1.0,8.252407702446414,log_price_density,,-2.4536043714331655
validation_2024,SkewStudentT_FrankMixed,SkewStudentT,FrankMixed,60,40000,1.0,5.722531068543873,log_price_density,,Frank,SkewStudentT_Frank,Frank,40000,1.0,6.581404549976115,log_price_density,,-0.8588734814322425
validation_2024,SkewStudentT_FrankMixed,SkewStudentT,FrankMixed,360,40000,1.0,5.985412477867288,log_price_density,,Frank,SkewStudentT_Frank,Frank,40000,1.0,5.908124049070367,log_price_density,,0.07728842879692088
validation_2024,SkewStudentT_FrankMixed,SkewStudentT,FrankMixed,1440,40000,1.0,5.895120522783131,log_price_density,,Frank,SkewStudentT_Frank,Frank,40000,1.0,5.895107937998894,log_price_density,,1.258478423693532e-05
test_2025,SkewStudentT_FrankMixed,SkewStudentT,FrankMixed,5,40000,1.0,6.3815152332839,log_price_density,,Frank,SkewStudentT_Frank,Frank,40000,1.0,8.64279512735153,log_price_density,,-2.2612798940676297
test_2025,SkewStudentT_FrankMixed,SkewStudentT,FrankMixed,60,40000,1.0,6.278877803032854,log_price_density,,Frank,SkewStudentT_Frank,Frank,40000,1.0,6.898765330854783,log_price_density,,-0.6198875278219287
test_2025,SkewStudentT_FrankMixed,SkewStudentT,FrankMixed,360,40000,1.0,6.481754498379981,log_price_density,,Frank,SkewStudentT_Frank,Frank,40000,1.0,6.346750102143431,log_price_density,,0.13500439623655058
test_2025,SkewStudentT_FrankMixed,SkewStudentT,FrankMixed,1440,40000,1.0,6.347611094965677,log_price_density,,Frank,SkewStudentT_Frank,Frank,40000,1.0,6.347589092225424,log_price_density,,2.200274025287996e-05
training_2021_2023,SkewStudentT_ClaytonMixed,SkewStudentT,ClaytonMixed,5,40000,1.0,8.170897165591638,log_price_density,,Clayton,SkewStudentT_Clayton,Clayton,40000,1.0,7.833857189108073,log_price_density,,0.337039976483565
training_2021_2023,SkewStudentT_ClaytonMixed,SkewStudentT,ClaytonMixed,60,40000,1.0,7.997650526792557,log_price_density,,Clayton,SkewStudentT_Clayton,Clayton,40000,1.0,6.576700357132207,log_price_density,,1.4209501696603501
training_2021_2023,SkewStudentT_ClaytonMixed,SkewStudentT,ClaytonMixed,360,40000,1.0,7.04414069650694,log_price_density,,Clayton,SkewStudentT_Clayton,Clayton,40000,1.0,6.084845450735446,log_price_density,,0.9592952457714938
training_2021_2023,SkewStudentT_ClaytonMixed,SkewStudentT,ClaytonMixed,1440,40000,1.0,6.084122008034006,log_price_density,,Clayton,SkewStudentT_Clayton,Clayton,40000,1.0,6.083898453836766,log_price_density,,0.00022355419724018333
validation_2024,SkewStudentT_ClaytonMixed,SkewStudentT,ClaytonMixed,5,40000,1.0,5.667493148024238,log_price_density,,Clayton,SkewStudentT_Clayton,Clayton,40000,1.0,8.49827067297857,log_price_density,,-2.8307775249543328
validation_2024,SkewStudentT_ClaytonMixed,SkewStudentT,ClaytonMixed,60,40000,1.0,5.719011349647191,log_price_density,,Clayton,SkewStudentT_Clayton,Clayton,40000,1.0,6.552938818001517,log_price_density,,-0.8339274683543261
validation_2024,SkewStudentT_ClaytonMixed,SkewStudentT,ClaytonMixed,360,40000,1.0,5.990755974677784,log_price_density,,Clayton,SkewStudentT_Clayton,Clayton,40000,1.0,5.899778549832142,log_price_density,,0.09097742484564186
validation_2024,SkewStudentT_ClaytonMixed,SkewStudentT,ClaytonMixed,1440,40000,1.0,5.895125138515497,log_price_density,,Clayton,SkewStudentT_Clayton,Clayton,40000,1.0,5.895106942485161,log_price_density,,1.8196030335815294e-05
test_2025,SkewStudentT_ClaytonMixed,SkewStudentT,ClaytonMixed,5,40000,1.0,6.371159602009026,log_price_density,,Clayton,SkewStudentT_Clayton,Clayton,40000,1.0,8.819886894000886,log_price_density,,-2.44872729199186
test_2025,SkewStudentT_ClaytonMixed,SkewStudentT,ClaytonMixed,60,40000,1.0,6.304606621421114,log_price_density,,Clayton,SkewStudentT_Clayton,Clayton,40000,1.0,6.828486317876016,log_price_density,,-0.5238796964549017
test_2025,SkewStudentT_ClaytonMixed,SkewStudentT,ClaytonMixed,360,40000,1.0,6.491125259653645,log_price_density,,Clayton,SkewStudentT_Clayton,Clayton,40000,1.0,6.340757808798438,log_price_density,,0.15036745085520664
test_2025,SkewStudentT_ClaytonMixed,SkewStudentT,ClaytonMixed,1440,40000,1.0,6.347615149404283,log_price_density,,Clayton,SkewStudentT_Clayton,Clayton,40000,1.0,6.3475884071510835,log_price_density,,2.674225319942991e-05
training_2021_2023,SkewStudentT_SurvivalClaytonMixed,SkewStudentT,SurvivalClaytonMixed,5,40000,1.0,8.165813897308087,log_price_density,,SurvivalClayton,SkewStudentT_SurvivalClayton,SurvivalClayton,40000,1.0,7.744534343006283,log_price_density,,0.42127955430180464
training_2021_2023,SkewStudentT_SurvivalClaytonMixed,SkewStudentT,SurvivalClaytonMixed,60,40000,1.0,7.956517696969754,log_price_density,,SurvivalClayton,SkewStudentT_SurvivalClayton,SurvivalClayton,40000,1.0,6.553107140168759,log_price_density,,1.4034105568009947
training_2021_2023,SkewStudentT_SurvivalClaytonMixed,SkewStudentT,SurvivalClaytonMixed,360,40000,1.0,7.02254916611565,log_price_density,,SurvivalClayton,SkewStudentT_SurvivalClayton,SurvivalClayton,40000,1.0,6.084577469981675,log_price_density,,0.9379716961339746
training_2021_2023,SkewStudentT_SurvivalClaytonMixed,SkewStudentT,SurvivalClaytonMixed,1440,40000,1.0,6.084120942389942,log_price_density,,SurvivalClayton,SkewStudentT_SurvivalClayton,SurvivalClayton,40000,1.0,6.0838984544732755,log_price_density,,0.00022248791666612533
validation_2024,SkewStudentT_SurvivalClaytonMixed,SkewStudentT,SurvivalClaytonMixed,5,40000,1.0,5.972363654436473,log_price_density,,SurvivalClayton,SkewStudentT_SurvivalClayton,SurvivalClayton,40000,1.0,7.970325950281748,log_price_density,,-1.9979622958452756
validation_2024,SkewStudentT_SurvivalClaytonMixed,SkewStudentT,SurvivalClaytonMixed,60,40000,1.0,5.806881741023076,log_price_density,,SurvivalClayton,SkewStudentT_SurvivalClayton,SurvivalClayton,40000,1.0,6.3513620306248555,log_price_density,,-0.5444802896017791
validation_2024,SkewStudentT_SurvivalClaytonMixed,SkewStudentT,SurvivalClaytonMixed,360,40000,1.0,5.992060147488023,log_price_density,,SurvivalClayton,SkewStudentT_SurvivalClayton,SurvivalClayton,40000,1.0,5.898488979648738,log_price_density,,0.09357116783928543
validation_2024,SkewStudentT_SurvivalClaytonMixed,SkewStudentT,SurvivalClaytonMixed,1440,40000,1.0,5.895121561825019,log_price_density,,SurvivalClayton,SkewStudentT_SurvivalClayton,SurvivalClayton,40000,1.0,5.895106931777336,log_price_density,,1.4630047682651082e-05
test_2025,SkewStudentT_SurvivalClaytonMixed,SkewStudentT,SurvivalClaytonMixed,5,40000,1.0,6.538172985202782,log_price_density,,SurvivalClayton,SkewStudentT_SurvivalClayton,SurvivalClayton,40000,1.0,8.313183820289899,log_price_density,,-1.7750108350871168
test_2025,SkewStudentT_SurvivalClaytonMixed,SkewStudentT,SurvivalClaytonMixed,60,40000,1.0,6.3454057137883995,log_price_density,,SurvivalClayton,SkewStudentT_SurvivalClayton,SurvivalClayton,40000,1.0,6.650447312056286,log_price_density,,-0.3050415982678869
test_2025,SkewStudentT_SurvivalClaytonMixed,SkewStudentT,SurvivalClaytonMixed,360,40000,1.0,6.481971866762241,log_price_density,,SurvivalClayton,SkewStudentT_SurvivalClayton,SurvivalClayton,40000,1.0,6.339885411581048,log_price_density,,0.14208645518119312
test_2025,SkewStudentT_SurvivalClaytonMixed,SkewStudentT,SurvivalClaytonMixed,1440,40000,1.0,6.347608494534073,log_price_density,,SurvivalClayton,SkewStudentT_SurvivalClayton,SurvivalClayton,40000,1.0,6.347588400074767,log_price_density,,2.0094459306285728e-05
training_2021_2023,SkewStudentT_GumbelMixed,SkewStudentT,GumbelMixed,5,40000,1.0,8.011716495941123,log_price_density,,Gumbel,SkewStudentT_Gumbel,Gumbel,40000,1.0,7.94281859335694,log_price_density,,0.06889790258418227
training_2021_2023,SkewStudentT_GumbelMixed,SkewStudentT,GumbelMixed,60,40000,1.0,7.877585788075699,log_price_density,,Gumbel,SkewStudentT_Gumbel,Gumbel,40000,1.0,6.8403355861361925,log_price_density,,1.0372502019395062
training_2021_2023,SkewStudentT_GumbelMixed,SkewStudentT,GumbelMixed,360,40000,1.0,6.983476286946163,log_price_density,,Gumbel,SkewStudentT_Gumbel,Gumbel,40000,1.0,6.110727992684221,log_price_density,,0.8727482942619424
