period,model_mixed,marginal,copula_mixed,horizon_minutes,n_pairs_mixed,finite_score_coverage_mixed,mean_log_score_mixed,comparison_group_mixed,evaluation_error_mixed,copula_family,model_base,copula_base,n_pairs_base,finite_score_coverage_base,mean_log_score_base,comparison_group_base,evaluation_error_base,mixed_minus_base_log_score
training_2021_2023,SkewStudentT_GumbelMixed,SkewStudentT,GumbelMixed,1440,40000,1.0,6.08398163927341,log_price_density,,Gumbel,SkewStudentT_Gumbel,Gumbel,40000,1.0,6.083898480294375,log_price_density,,8.31589790344367e-05
validation_2024,SkewStudentT_GumbelMixed,SkewStudentT,GumbelMixed,5,40000,1.0,5.495136282753033,log_price_density,,Gumbel,SkewStudentT_Gumbel,Gumbel,40000,1.0,8.439524892132539,log_price_density,,-2.944388609379506
validation_2024,SkewStudentT_GumbelMixed,SkewStudentT,GumbelMixed,60,40000,1.0,5.656731858151409,log_price_density,,Gumbel,SkewStudentT_Gumbel,Gumbel,40000,1.0,6.6786805465562855,log_price_density,,-1.0219486884048763
validation_2024,SkewStudentT_GumbelMixed,SkewStudentT,GumbelMixed,360,40000,1.0,5.971995091197177,log_price_density,,Gumbel,SkewStudentT_Gumbel,Gumbel,40000,1.0,5.917054260786755,log_price_density,,0.054940830410421526
validation_2024,SkewStudentT_GumbelMixed,SkewStudentT,GumbelMixed,1440,40000,1.0,5.8951126805074,log_price_density,,Gumbel,SkewStudentT_Gumbel,Gumbel,40000,1.0,5.895106940552352,log_price_density,,5.7399550481562756e-06
test_2025,SkewStudentT_GumbelMixed,SkewStudentT,GumbelMixed,5,40000,1.0,6.2420120738541955,log_price_density,,Gumbel,SkewStudentT_Gumbel,Gumbel,40000,1.0,8.704479977359082,log_price_density,,-2.462467903504886
test_2025,SkewStudentT_GumbelMixed,SkewStudentT,GumbelMixed,60,40000,1.0,6.249988574998569,log_price_density,,Gumbel,SkewStudentT_Gumbel,Gumbel,40000,1.0,6.930624437721752,log_price_density,,-0.6806358627231832
test_2025,SkewStudentT_GumbelMixed,SkewStudentT,GumbelMixed,360,40000,1.0,6.468053972235236,log_price_density,,Gumbel,SkewStudentT_Gumbel,Gumbel,40000,1.0,6.3501816467556385,log_price_density,,0.11787232547959725
test_2025,SkewStudentT_GumbelMixed,SkewStudentT,GumbelMixed,1440,40000,1.0,6.347596798744052,log_price_density,,Gumbel,SkewStudentT_Gumbel,Gumbel,40000,1.0,6.347588405106396,log_price_density,,8.393637655146335e-06
training_2021_2023,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,5,40000,1.0,8.02071197126202,log_price_density,,SurvivalGumbel,SkewStudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,8.00050564418225,log_price_density,,0.020206327079771214
training_2021_2023,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,60,40000,1.0,7.889285964190787,log_price_density,,SurvivalGumbel,SkewStudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.858440701868976,log_price_density,,1.0308452623218107
training_2021_2023,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,360,40000,1.0,6.981578427083808,log_price_density,,SurvivalGumbel,SkewStudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.109645114472673,log_price_density,,0.8719333126111355
training_2021_2023,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,1440,40000,1.0,6.08406970758292,log_price_density,,SurvivalGumbel,SkewStudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.083898472634903,log_price_density,,0.00017123494801651873
validation_2024,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,5,40000,1.0,5.451531706909509,log_price_density,,SurvivalGumbel,SkewStudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,8.656822532449496,log_price_density,,-3.2052908255399872
validation_2024,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,60,40000,1.0,5.6669690819920735,log_price_density,,SurvivalGumbel,SkewStudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.828647296188593,log_price_density,,-1.1616782141965194
validation_2024,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,360,40000,1.0,5.977125503412283,log_price_density,,SurvivalGumbel,SkewStudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,5.93022766304195,log_price_density,,0.04689784037033373
validation_2024,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,1440,40000,1.0,5.895120252538365,log_price_density,,SurvivalGumbel,SkewStudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,5.895106959833669,log_price_density,,1.3292704696077351e-05
test_2025,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,5,40000,1.0,6.255528322241978,log_price_density,,SurvivalGumbel,SkewStudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,8.895749541285472,log_price_density,,-2.640221219043494
test_2025,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,60,40000,1.0,6.270831439338019,log_price_density,,SurvivalGumbel,SkewStudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,7.075165449413622,log_price_density,,-0.8043340100756033
test_2025,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,360,40000,1.0,6.4754967275527235,log_price_density,,SurvivalGumbel,SkewStudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.3594388008698735,log_price_density,,0.11605792668285009
test_2025,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,1440,40000,1.0,6.347608281771571,log_price_density,,SurvivalGumbel,SkewStudentT_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.347588417132505,log_price_density,,1.986463906522573e-05
training_2021_2023,GED_GaussianMixed,GED,GaussianMixed,5,40000,1.0,7.818832558780491,log_price_density,,Gaussian,GED_Gaussian,Gaussian,40000,1.0,7.793830087677435,log_price_density,,0.025002471103055868
training_2021_2023,GED_GaussianMixed,GED,GaussianMixed,60,40000,1.0,7.433339068754308,log_price_density,,Gaussian,GED_Gaussian,Gaussian,40000,1.0,7.367439527797535,log_price_density,,0.06589954095677353
training_2021_2023,GED_GaussianMixed,GED,GaussianMixed,360,40000,1.0,6.737624248870075,log_price_density,,Gaussian,GED_Gaussian,Gaussian,40000,1.0,6.678088677972685,log_price_density,,0.059535570897390144
training_2021_2023,GED_GaussianMixed,GED,GaussianMixed,1440,40000,1.0,6.276227566808816,log_price_density,,Gaussian,GED_Gaussian,Gaussian,40000,1.0,6.2371319079300305,log_price_density,,0.039095658878785855
validation_2024,GED_GaussianMixed,GED,GaussianMixed,5,40000,1.0,8.439529154912007,log_price_density,,Gaussian,GED_Gaussian,Gaussian,40000,1.0,8.351241401761186,log_price_density,,0.08828775315082105
validation_2024,GED_GaussianMixed,GED,GaussianMixed,60,40000,1.0,7.327503167799152,log_price_density,,Gaussian,GED_Gaussian,Gaussian,40000,1.0,7.265778157513385,log_price_density,,0.061725010285766935
validation_2024,GED_GaussianMixed,GED,GaussianMixed,360,40000,1.0,6.564492003632261,log_price_density,,Gaussian,GED_Gaussian,Gaussian,40000,1.0,6.506787615569894,log_price_density,,0.05770438806236733
validation_2024,GED_GaussianMixed,GED,GaussianMixed,1440,40000,1.0,6.067739738415107,log_price_density,,Gaussian,GED_Gaussian,Gaussian,40000,1.0,6.0250593932108805,log_price_density,,0.04268034520422681
test_2025,GED_GaussianMixed,GED,GaussianMixed,5,40000,1.0,8.664226814214134,log_price_density,,Gaussian,GED_Gaussian,Gaussian,40000,1.0,8.610607701944895,log_price_density,,0.053619112269238656
test_2025,GED_GaussianMixed,GED,GaussianMixed,60,40000,1.0,7.633167014539616,log_price_density,,Gaussian,GED_Gaussian,Gaussian,40000,1.0,7.558453077749491,log_price_density,,0.07471393679012461
test_2025,GED_GaussianMixed,GED,GaussianMixed,360,40000,1.0,6.860988155114742,log_price_density,,Gaussian,GED_Gaussian,Gaussian,40000,1.0,6.797961548264689,log_price_density,,0.06302660685005357
test_2025,GED_GaussianMixed,GED,GaussianMixed,1440,40000,1.0,6.416361698514605,log_price_density,,Gaussian,GED_Gaussian,Gaussian,40000,1.0,6.3824879234086085,log_price_density,,0.033873775105996096
training_2021_2023,GED_StudentTMixed,GED,StudentTMixed,5,40000,1.0,8.053230864304544,log_price_density,,StudentT,GED_StudentT,StudentT,40000,1.0,8.05323894300183,log_price_density,,-8.078697286251213e-06
training_2021_2023,GED_StudentTMixed,GED,StudentTMixed,60,40000,1.0,7.6516522280131,log_price_density,,StudentT,GED_StudentT,StudentT,40000,1.0,7.651652836143316,log_price_density,,-6.081302155180879e-07
training_2021_2023,GED_StudentTMixed,GED,StudentTMixed,360,40000,1.0,7.100729511532621,log_price_density,,StudentT,GED_StudentT,StudentT,40000,1.0,7.100724377483585,log_price_density,,5.134049035682153e-06
training_2021_2023,GED_StudentTMixed,GED,StudentTMixed,1440,40000,1.0,6.64493132530468,log_price_density,,StudentT,GED_StudentT,StudentT,40000,1.0,6.644919730258148,log_price_density,,1.1595046531809317e-05
validation_2024,GED_StudentTMixed,GED,StudentTMixed,5,40000,1.0,8.757247435145574,log_price_density,,StudentT,GED_StudentT,StudentT,40000,1.0,8.757246520576137,log_price_density,,9.145694370715773e-07
validation_2024,GED_StudentTMixed,GED,StudentTMixed,60,40000,1.0,7.606576007641836,log_price_density,,StudentT,GED_StudentT,StudentT,40000,1.0,7.606575250044945,log_price_density,,7.575968909989683e-07
validation_2024,GED_StudentTMixed,GED,StudentTMixed,360,40000,1.0,6.897596823916834,log_price_density,,StudentT,GED_StudentT,StudentT,40000,1.0,6.897593455313816,log_price_density,,3.3686030187496385e-06
validation_2024,GED_StudentTMixed,GED,StudentTMixed,1440,40000,1.0,6.409415356000597,log_price_density,,StudentT,GED_StudentT,StudentT,40000,1.0,6.4094104982550535,log_price_density,,4.8577455435960815e-06
test_2025,GED_StudentTMixed,GED,StudentTMixed,5,40000,1.0,8.981385412381885,log_price_density,,StudentT,GED_StudentT,StudentT,40000,1.0,8.981383423429552,log_price_density,,1.9889523326099834e-06
test_2025,GED_StudentTMixed,GED,StudentTMixed,60,40000,1.0,8.007776030141251,log_price_density,,StudentT,GED_StudentT,StudentT,40000,1.0,8.007770728820498,log_price_density,,5.301320753048344e-06
test_2025,GED_StudentTMixed,GED,StudentTMixed,360,40000,1.0,7.294690929318036,log_price_density,,StudentT,GED_StudentT,StudentT,40000,1.0,7.294683118793696,log_price_density,,7.81052434017937e-06
test_2025,GED_StudentTMixed,GED,StudentTMixed,1440,40000,1.0,6.782727712614264,log_price_density,,StudentT,GED_StudentT,StudentT,40000,1.0,6.7827208662407354,log_price_density,,6.8463735285462235e-06
training_2021_2023,GED_FrankMixed,GED,FrankMixed,5,40000,1.0,8.02069995813985,log_price_density,,Frank,GED_Frank,Frank,40000,1.0,7.739326250504753,log_price_density,,0.2813737076350975
training_2021_2023,GED_FrankMixed,GED,FrankMixed,60,40000,1.0,7.874171445123269,log_price_density,,Frank,GED_Frank,Frank,40000,1.0,6.668461094039517,log_price_density,,1.2057103510837521
training_2021_2023,GED_FrankMixed,GED,FrankMixed,360,40000,1.0,7.009022308722234,log_price_density,,Frank,GED_Frank,Frank,40000,1.0,6.084296120828331,log_price_density,,0.9247261878939037
training_2021_2023,GED_FrankMixed,GED,FrankMixed,1440,40000,1.0,6.0783702053222655,log_price_density,,Frank,GED_Frank,Frank,40000,1.0,6.078210057930178,log_price_density,,0.0001601473920871399
validation_2024,GED_FrankMixed,GED,FrankMixed,5,40000,1.0,5.6546689192446316,log_price_density,,Frank,GED_Frank,Frank,40000,1.0,8.190793920625273,log_price_density,,-2.5361250013806416
validation_2024,GED_FrankMixed,GED,FrankMixed,60,40000,1.0,5.635131315573007,log_price_density,,Frank,GED_Frank,Frank,40000,1.0,6.516970121493538,log_price_density,,-0.8818388059205304
validation_2024,GED_FrankMixed,GED,FrankMixed,360,40000,1.0,5.926632683442716,log_price_density,,Frank,GED_Frank,Frank,40000,1.0,5.855519590347096,log_price_density,,0.07111309309562053
validation_2024,GED_FrankMixed,GED,FrankMixed,1440,40000,1.0,5.842265228879073,log_price_density,,Frank,GED_Frank,Frank,40000,1.0,5.8422532901352,log_price_density,,1.1938743873507462e-05
test_2025,GED_FrankMixed,GED,FrankMixed,5,40000,1.0,6.262122956791728,log_price_density,,Frank,GED_Frank,Frank,40000,1.0,8.547271141271855,log_price_density,,-2.2851481844801267
test_2025,GED_FrankMixed,GED,FrankMixed,60,40000,1.0,6.172024445602984,log_price_density,,Frank,GED_Frank,Frank,40000,1.0,6.816275992934602,log_price_density,,-0.6442515473316179
test_2025,GED_FrankMixed,GED,FrankMixed,360,40000,1.0,6.386245634536991,log_price_density,,Frank,GED_Frank,Frank,40000,1.0,6.253798748007989,log_price_density,,0.13244688652900205
test_2025,GED_FrankMixed,GED,FrankMixed,1440,40000,1.0,6.2535762888123525,log_price_density,,Frank,GED_Frank,Frank,40000,1.0,6.253554564537043,log_price_density,,2.172427530933163e-05
training_2021_2023,GED_ClaytonMixed,GED,ClaytonMixed,5,40000,1.0,8.176827426558884,log_price_density,,Clayton,GED_Clayton,Clayton,40000,1.0,7.827192365228842,log_price_density,,0.34963506133004163
training_2021_2023,GED_ClaytonMixed,GED,ClaytonMixed,60,40000,1.0,8.00592957637021,log_price_density,,Clayton,GED_Clayton,Clayton,40000,1.0,6.57041810723319,log_price_density,,1.4355114691370199
training_2021_2023,GED_ClaytonMixed,GED,ClaytonMixed,360,40000,1.0,7.056478074937233,log_price_density,,Clayton,GED_Clayton,Clayton,40000,1.0,6.07733188891048,log_price_density,,0.9791461860267523
training_2021_2023,GED_ClaytonMixed,GED,ClaytonMixed,1440,40000,1.0,6.078427983167263,log_price_density,,Clayton,GED_Clayton,Clayton,40000,1.0,6.078209254769832,log_price_density,,0.00021872839743064532
validation_2024,GED_ClaytonMixed,GED,ClaytonMixed,5,40000,1.0,5.574547567759697,log_price_density,,Clayton,GED_Clayton,Clayton,40000,1.0,8.495524424312423,log_price_density,,-2.920976856552726
validation_2024,GED_ClaytonMixed,GED,ClaytonMixed,60,40000,1.0,5.655730376769636,log_price_density,,Clayton,GED_Clayton,Clayton,40000,1.0,6.488143546732144,log_price_density,,-0.8324131699625079
validation_2024,GED_ClaytonMixed,GED,ClaytonMixed,360,40000,1.0,5.937199086433586,log_price_density,,Clayton,GED_Clayton,Clayton,40000,1.0,5.8469398764300164,log_price_density,,0.09025921000356973
validation_2024,GED_ClaytonMixed,GED,ClaytonMixed,1440,40000,1.0,5.842270187123437,log_price_density,,Clayton,GED_Clayton,Clayton,40000,1.0,5.8422522900607365,log_price_density,,1.7897062700278354e-05
test_2025,GED_ClaytonMixed,GED,ClaytonMixed,5,40000,1.0,6.29767759377819,log_price_density,,Clayton,GED_Clayton,Clayton,40000,1.0,8.814057191025901,log_price_density,,-2.5163795972477105
test_2025,GED_ClaytonMixed,GED,ClaytonMixed,60,40000,1.0,6.219252479420196,log_price_density,,Clayton,GED_Clayton,Clayton,40000,1.0,6.7474654568443935,log_price_density,,-0.5282129774241975
test_2025,GED_ClaytonMixed,GED,ClaytonMixed,360,40000,1.0,6.401868201448526,log_price_density,,Clayton,GED_Clayton,Clayton,40000,1.0,6.247094131011512,log_price_density,,0.1547740704370142
test_2025,GED_ClaytonMixed,GED,ClaytonMixed,1440,40000,1.0,6.253581470035651,log_price_density,,Clayton,GED_Clayton,Clayton,40000,1.0,6.253553813702011,log_price_density,,2.765633364010256e-05
training_2021_2023,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,5,40000,1.0,8.097870699250267,log_price_density,,SurvivalClayton,GED_SurvivalClayton,SurvivalClayton,40000,1.0,7.735281211548323,log_price_density,,0.36258948770194355
training_2021_2023,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,60,40000,1.0,7.906430266663304,log_price_density,,SurvivalClayton,GED_SurvivalClayton,SurvivalClayton,40000,1.0,6.517979800730769,log_price_density,,1.388450465932535
training_2021_2023,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,360,40000,1.0,6.990404411557128,log_price_density,,SurvivalClayton,GED_SurvivalClayton,SurvivalClayton,40000,1.0,6.077117196491903,log_price_density,,0.9132872150652247
training_2021_2023,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,1440,40000,1.0,6.078400098818727,log_price_density,,SurvivalClayton,GED_SurvivalClayton,SurvivalClayton,40000,1.0,6.07820925463203,log_price_density,,0.00019084418669645942
validation_2024,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,5,40000,1.0,5.88866709712307,log_price_density,,SurvivalClayton,GED_SurvivalClayton,SurvivalClayton,40000,1.0,7.87217688599285,log_price_density,,-1.98350978886978
validation_2024,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,60,40000,1.0,5.717031058940589,log_price_density,,SurvivalClayton,GED_SurvivalClayton,SurvivalClayton,40000,1.0,6.270350217881659,log_price_density,,-0.5533191589410702
validation_2024,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,360,40000,1.0,5.930930729322107,log_price_density,,SurvivalClayton,GED_SurvivalClayton,SurvivalClayton,40000,1.0,5.845716779506438,log_price_density,,0.08521394981566832
validation_2024,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,1440,40000,1.0,5.842264621037076,log_price_density,,SurvivalClayton,GED_SurvivalClayton,SurvivalClayton,40000,1.0,5.842252280332413,log_price_density,,1.2340704663493796e-05
test_2025,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,5,40000,1.0,6.441662120914215,log_price_density,,SurvivalClayton,GED_SurvivalClayton,SurvivalClayton,40000,1.0,8.165350509152013,log_price_density,,-1.7236883882377985
test_2025,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,60,40000,1.0,6.234619045490514,log_price_density,,SurvivalClayton,GED_SurvivalClayton,SurvivalClayton,40000,1.0,6.561967098763038,log_price_density,,-0.3273480532725239
test_2025,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,360,40000,1.0,6.382534592166092,log_price_density,,SurvivalClayton,GED_SurvivalClayton,SurvivalClayton,40000,1.0,6.24638076882676,log_price_density,,0.13615382333933201
test_2025,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,1440,40000,1.0,6.253571788265643,log_price_density,,SurvivalClayton,GED_SurvivalClayton,SurvivalClayton,40000,1.0,6.253553808685247,log_price_density,,1.7979580396065842e-05
training_2021_2023,GED_GumbelMixed,GED,GumbelMixed,5,40000,1.0,7.96858990454237,log_price_density,,Gumbel,GED_Gumbel,Gumbel,40000,1.0,7.953248567200168,log_price_density,,0.015341337342201555
training_2021_2023,GED_GumbelMixed,GED,GumbelMixed,60,40000,1.0,7.848868260431713,log_price_density,,Gumbel,GED_Gumbel,Gumbel,40000,1.0,6.795995089622469,log_price_density,,1.052873170809244
training_2021_2023,GED_GumbelMixed,GED,GumbelMixed,360,40000,1.0,6.96231722198263,log_price_density,,Gumbel,GED_Gumbel,Gumbel,40000,1.0,6.104696090065528,log_price_density,,0.8576211319171021
training_2021_2023,GED_GumbelMixed,GED,GumbelMixed,1440,40000,1.0,6.078285000856681,log_price_density,,Gumbel,GED_Gumbel,Gumbel,40000,1.0,6.078209833385913,log_price_density,,7.516747076774521e-05
validation_2024,GED_GumbelMixed,GED,GumbelMixed,5,40000,1.0,5.405047220956216,log_price_density,,Gumbel,GED_Gumbel,Gumbel,40000,1.0,8.367819668634182,log_price_density,,-2.962772447677966
validation_2024,GED_GumbelMixed,GED,GumbelMixed,60,40000,1.0,5.59258554257941,log_price_density,,Gumbel,GED_Gumbel,Gumbel,40000,1.0,6.586024513729583,log_price_density,,-0.993438971150173
validation_2024,GED_GumbelMixed,GED,GumbelMixed,360,40000,1.0,5.917263455753653,log_price_density,,Gumbel,GED_Gumbel,Gumbel,40000,1.0,5.86191319676589,log_price_density,,0.05535025898776258
validation_2024,GED_GumbelMixed,GED,GumbelMixed,1440,40000,1.0,5.842257407138541,log_price_density,,Gumbel,GED_Gumbel,Gumbel,40000,1.0,5.842252287418231,log_price_density,,5.1197203099206945e-06
test_2025,GED_GumbelMixed,GED,GumbelMixed,5,40000,1.0,6.133802979389368,log_price_density,,Gumbel,GED_Gumbel,Gumbel,40000,1.0,8.607719013987456,log_price_density,,-2.473916034598088
test_2025,GED_GumbelMixed,GED,GumbelMixed,60,40000,1.0,6.151077543173075,log_price_density,,Gumbel,GED_Gumbel,Gumbel,40000,1.0,6.833010790611658,log_price_density,,-0.6819332474385824
test_2025,GED_GumbelMixed,GED,GumbelMixed,360,40000,1.0,6.373515379211475,log_price_density,,Gumbel,GED_Gumbel,Gumbel,40000,1.0,6.256759074560301,log_price_density,,0.11675630465117415
test_2025,GED_GumbelMixed,GED,GumbelMixed,1440,40000,1.0,6.2535618174427,log_price_density,,Gumbel,GED_Gumbel,Gumbel,40000,1.0,6.253553813078658,log_price_density,,8.004364041802603e-06
training_2021_2023,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,5,40000,1.0,8.009532284693508,log_price_density,,SurvivalGumbel,GED_SurvivalGumbel,SurvivalGumbel,40000,1.0,7.987704282823804,log_price_density,,0.021828001869703684
training_2021_2023,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,60,40000,1.0,7.886188180372931,log_price_density,,SurvivalGumbel,GED_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.844822004621397,log_price_density,,1.0413661757515333
training_2021_2023,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,360,40000,1.0,6.978881654786417,log_price_density,,SurvivalGumbel,GED_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.100810687830501,log_price_density,,0.8780709669559164
training_2021_2023,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,1440,40000,1.0,6.078373391770526,log_price_density,,SurvivalGumbel,GED_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.07820927032406,log_price_density,,0.00016412144646604787
validation_2024,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,5,40000,1.0,5.3891479686623756,log_price_density,,SurvivalGumbel,GED_SurvivalGumbel,SurvivalGumbel,40000,1.0,8.616728753004999,log_price_density,,-3.2275807843426234
validation_2024,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,60,40000,1.0,5.613254887749547,log_price_density,,SurvivalGumbel,GED_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.756783051348856,log_price_density,,-1.143528163599309
validation_2024,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,360,40000,1.0,5.92492055680192,log_price_density,,SurvivalGumbel,GED_SurvivalGumbel,SurvivalGumbel,40000,1.0,5.874367707308977,log_price_density,,0.05055284949294325
validation_2024,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,1440,40000,1.0,5.842265218358059,log_price_density,,SurvivalGumbel,GED_SurvivalGumbel,SurvivalGumbel,40000,1.0,5.8422523054670465,log_price_density,,1.2912891012462069e-05
test_2025,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,5,40000,1.0,6.175539853336308,log_price_density,,SurvivalGumbel,GED_SurvivalGumbel,SurvivalGumbel,40000,1.0,8.853355338642084,log_price_density,,-2.677815485305776
test_2025,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,60,40000,1.0,6.18278830540601,log_price_density,,SurvivalGumbel,GED_SurvivalGumbel,SurvivalGumbel,40000,1.0,7.000486938134916,log_price_density,,-0.8176986327289057
test_2025,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,360,40000,1.0,6.3845200073006865,log_price_density,,SurvivalGumbel,GED_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.264756437318461,log_price_density,,0.1197635699822257
test_2025,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,1440,40000,1.0,6.2535739739210685,log_price_density,,SurvivalGumbel,GED_SurvivalGumbel,SurvivalGumbel,40000,1.0,6.253553823413424,log_price_density,,2.015050764470061e-05
training_2021_2023,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,5,40000,1.0,8.151864529090954,log_price_density,,Gaussian,MonotoneSpline_Gaussian,Gaussian,40000,1.0,8.152648802978652,log_price_density,,-0.0007842738876977506
training_2021_2023,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,60,40000,1.0,7.915766259253658,log_price_density,,Gaussian,MonotoneSpline_Gaussian,Gaussian,40000,1.0,7.85317660504557,log_price_density,,0.0625896542080886
training_2021_2023,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,360,40000,1.0,7.236649987785548,log_price_density,,Gaussian,MonotoneSpline_Gaussian,Gaussian,40000,1.0,7.177829762231083,log_price_density,,0.058820225554465644
training_2021_2023,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,1440,40000,1.0,6.771649232364037,log_price_density,,Gaussian,MonotoneSpline_Gaussian,Gaussian,40000,1.0,6.7319698863152535,log_price_density,,0.03967934604878387
validation_2024,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,5,40000,1.0,7.6689200318943795,log_price_density,,Gaussian,MonotoneSpline_Gaussian,Gaussian,40000,1.0,7.603744648687836,log_price_density,,0.06517538320654381
validation_2024,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,60,40000,1.0,6.68365211810657,log_price_density,,Gaussian,MonotoneSpline_Gaussian,Gaussian,40000,1.0,6.627003672894872,log_price_density,,0.05664844521169865
validation_2024,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,360,40000,1.0,5.939095896592292,log_price_density,,Gaussian,MonotoneSpline_Gaussian,Gaussian,40000,1.0,5.883130221128265,log_price_density,,0.05596567546402742
validation_2024,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,1440,40000,1.0,5.444125120712351,log_price_density,,Gaussian,MonotoneSpline_Gaussian,Gaussian,40000,1.0,5.401513755453228,log_price_density,,0.04261136525912246
test_2025,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,5,40000,1.0,7.792584925536882,log_price_density,,Gaussian,MonotoneSpline_Gaussian,Gaussian,40000,1.0,7.7717044467585366,log_price_density,,0.020880478778345868
test_2025,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,60,40000,1.0,6.940476053420379,log_price_density,,Gaussian,MonotoneSpline_Gaussian,Gaussian,40000,1.0,6.871881101955002,log_price_density,,0.06859495146537675
test_2025,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,360,40000,1.0,6.1990716554604735,log_price_density,,Gaussian,MonotoneSpline_Gaussian,Gaussian,40000,1.0,6.138310298804193,log_price_density,,0.060761356656280796
test_2025,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,1440,40000,1.0,5.77191602806942,log_price_density,,Gaussian,MonotoneSpline_Gaussian,Gaussian,40000,1.0,5.740327567047509,log_price_density,,0.0315884610219106
training_2021_2023,MonotoneSpline_StudentTMixed,MonotoneSpline,StudentTMixed,5,40000,1.0,8.418389065075605,log_price_density,,StudentT,MonotoneSpline_StudentT,StudentT,40000,1.0,8.418396770623637,log_price_density,,-7.70554803253276e-06
training_2021_2023,MonotoneSpline_StudentTMixed,MonotoneSpline,StudentTMixed,60,40000,1.0,8.0687336202721,log_price_density,,StudentT,MonotoneSpline_StudentT,StudentT,40000,1.0,8.068736214297063,log_price_density,,-2.594024962832009e-06
