theta,kappa,sigma
5.9690101378943244e-05,1.3618038875374796,0.0012194670411528254
8.193706802922536e-05,1.7456513774813112,0.0013439639143687833
6.974376594558117e-05,1.3690320974015264,0.0013189896031023682
8.341035225794389e-05,1.8487731210661358,0.001616154518314543
3.144637004923764e-05,1.8724271436235085,0.0013086224923821066
5.408720585720212e-05,1.7203798187643096,0.0011972888172770535
5.194550687538184e-05,1.8816112344236555,0.0011235646153150173
8.29143959020673e-05,1.4661109090956612,0.001369607562871092
7.4654507902121e-05,1.5819287378504405,0.001328905320744168
8.492385685521943e-05,1.64983916511092,0.0016033356473420916
4.579219032725078e-05,1.6576061340877273,0.0013415677831361244
7.569637974895795e-05,1.8165211313683949,0.0014066207889051755
6.583748839892818e-05,1.9087537542404949,0.001474983726400301
4.813085901033866e-05,1.9149160124018654,0.001548710222915487
4.4144574546096486e-05,1.6901290314913187,0.0012710239969674047
3.8827658728971685e-05,1.5922036410673603,0.001345323025233904
5.321854512381317e-05,1.9301477393313242,0.0014056754003609212
4.400480129005058e-05,1.9301403792010634,0.0014295080525564112
8.65746259044342e-05,1.84697766291715,0.0013924423453132067
5.942551966403272e-05,1.6737821525884773,0.001338252993789907
5.602814434548076e-05,1.7053870845764958,0.0013125655196915237
6.055161970328337e-05,1.596799547684562,0.0012548242795151778
7.51783213439727e-05,1.7012519952711849,0.0012437400136722887
7.174626864820092e-05,1.5934202132918573,0.0013627751420871909
6.984922178290099e-05,1.6759265991083427,0.0012811015583258944
6.922603410766803e-05,1.726786295445662,0.001335728906034924
5.763074079589649e-05,1.715147535798887,0.001613836799255886
7.755574484449921e-05,1.6872243390319988,0.0013129056451952547
7.487642599426987e-05,1.6870001728656623,0.0011871286744093872
7.700129988063504e-05,1.4705247772039738,0.0014071953216299449
6.447331797701321e-05,1.503224024284953,0.0012357398022994678
8.013763655032427e-05,1.5598437970942836,0.001300619430543737
6.13263898943267e-05,1.6227655239875889,0.0012561883428408175
5.771511865079212e-05,1.9951900210806597,0.0014186871964955463
7.731604607530967e-05,1.6232214274179149,0.0013991919995415057
6.168125441599076e-05,2.042344275651053,0.0014207661869845077
4.49551942969241e-05,1.5839677310591864,0.0011360924369361364
7.154034985126438e-05,1.4662797477558123,0.001116407038897982
5.750994716026628e-05,1.959368600895074,0.0017094381975550784
5.040631474222033e-05,2.018986398136784,0.001512524470228402
3.955955150079063e-05,1.7831181585720788,0.0013626471131122837
5.057075632244734e-05,1.8176833205162994,0.0013648729061737862
7.46546774746724e-05,1.4184956521333472,0.0011748204475531235
5.610085950154283e-05,1.6194924485253919,0.001514616602885026
9.605902849906212e-05,1.5612188754202492,0.0014556913974615058
7.156361842953204e-05,1.425727467501936,0.001151442603486271
6.052447125374555e-05,1.7592703286816889,0.001169235528254214
7.049550398388965e-05,1.6538418231542107,0.0013133482004243685
7.15418585063614e-05,1.6740481140153038,0.001342210978963021
4.9808672881750476e-05,1.822643591003809,0.0013337163134835616
9.468975977933023e-05,1.5135872147562248,0.0012348572063317976
5.235919092147699e-05,1.9331739514854,0.0015608179252032698
7.389014084253796e-05,1.8552649322956514,0.0015086029582483452
8.868298483096133e-05,1.6088707608072623,0.0013070806787594887
5.751433349463411e-05,2.0674382613092663,0.0015559380792264398
8.931464509771778e-05,1.436768399106218,0.001196335554771354
8.769254824424471e-05,1.4116812910114394,0.001322287741169901
8.723993066447812e-05,1.4521962130514101,0.0011364064042225573
