asset,frequency_minutes,price_proxy,period,start_utc,end_utc,observations,theoretical_bars,bar_coverage,exact_pairs,exact_pair_share_of_adjacent,tie_count,tie_rate,min_nonzero_price_change,p01_nonzero_price_change,modal_nonzero_price_change,zero_volume_rate,one_trade_or_less_rate,continuous_segments,median_segment_bars,p90_segment_bars,max_segment_bars
USDT,5,close,2019,2019-01-01 00:00:00+00:00,2019-12-31 23:55:00+00:00,72055,105120,0.6854547184170472,55502,0.7702833985621894,18037,0.324979280025945,8.001999999995846e-05,9.999999999998899e-05,0.0001,0.0,0.18823121226840608,16553,2.0,9.0,251
USDT,5,ohlc_average,2019,2019-01-01 00:00:00+00:00,2019-12-31 23:55:00+00:00,72055,105120,0.6854547184170472,55502,0.7702833985621894,8739,0.157453785449173,1.1102230246251565e-16,2.4999999999899546e-05,5e-05,0.0,0.18823121226840608,16553,2.0,9.0,251
USDT,5,typical_price,2019,2019-01-01 00:00:00+00:00,2019-12-31 23:55:00+00:00,72055,105120,0.6854547184170472,55502,0.7702833985621894,8999,0.16213830132247486,1.1102230246251565e-16,3.333333333310762e-05,3.33333e-05,0.0,0.18823121226840608,16553,2.0,9.0,251
USDT,5,close,2020,2020-01-01 00:05:00+00:00,2020-12-31 23:55:00+00:00,102947,105407,0.9766618915252308,101079,0.9818642783595283,38673,0.38260172736176656,9.99999993922529e-09,9.999999999998899e-05,0.0001,0.0,0.025916248166532294,1868,8.0,90.59999999999991,8477
USDT,5,ohlc_average,2020,2020-01-01 00:05:00+00:00,2020-12-31 23:55:00+00:00,102947,105407,0.9766618915252308,101079,0.9818642783595283,14784,0.14626183480248123,1.1102230246251565e-16,1.1102230246251565e-16,2.5e-05,0.0,0.025916248166532294,1868,8.0,90.59999999999991,8477
USDT,5,typical_price,2020,2020-01-01 00:05:00+00:00,2020-12-31 23:55:00+00:00,102947,105407,0.9766618915252308,101079,0.9818642783595283,20389,0.20171351121400094,1.1102230246251565e-16,2.220446049250313e-16,3.33333e-05,0.0,0.025916248166532294,1868,8.0,90.59999999999991,8477
USDT,5,close,2021,2021-01-01 00:00:00+00:00,2021-12-31 23:55:00+00:00,104822,105120,0.9971651445966514,104753,0.9993512750307667,54630,0.5215125103815642,9.999999999998899e-05,9.999999999998899e-05,0.0001,0.0,0.0005914788880196905,69,1054.0,3870.2000000000007,8224
USDT,5,ohlc_average,2021,2021-01-01 00:00:00+00:00,2021-12-31 23:55:00+00:00,104822,105120,0.9971651445966514,104753,0.9993512750307667,28840,0.2753143108073277,1.1102230246251565e-16,1.1102230246251565e-16,2.5e-05,0.0,0.0005914788880196905,69,1054.0,3870.2000000000007,8224
USDT,5,typical_price,2021,2021-01-01 00:00:00+00:00,2021-12-31 23:55:00+00:00,104822,105120,0.9971651445966514,104753,0.9993512750307667,39583,0.3778698462096551,1.1102230246251565e-16,2.220446049250313e-16,3.33333e-05,0.0,0.0005914788880196905,69,1054.0,3870.2000000000007,8224
USDT,5,close,2022,2022-01-01 00:00:00+00:00,2022-12-31 23:55:00+00:00,104910,105120,0.9980022831050228,104843,0.9993708833369873,59293,0.5655408563280333,9.999999999998899e-05,9.999999999998899e-05,0.0001,0.0,0.0007244304642074159,67,1208.0,4029.4,9720
USDT,5,ohlc_average,2022,2022-01-01 00:00:00+00:00,2022-12-31 23:55:00+00:00,104910,105120,0.9980022831050228,104843,0.9993708833369873,35811,0.34156786814570356,1.1102230246251565e-16,1.1102230246251565e-16,2.5e-05,0.0,0.0007244304642074159,67,1208.0,4029.4,9720
USDT,5,typical_price,2022,2022-01-01 00:00:00+00:00,2022-12-31 23:55:00+00:00,104910,105120,0.9980022831050228,104843,0.9993708833369873,49535,0.4724683574487567,1.1102230246251565e-16,3.333333333310762e-05,3.33333e-05,0.0,0.0007244304642074159,67,1208.0,4029.4,9720
USDT,5,close,2023,2023-01-01 00:00:00+00:00,2023-12-31 23:55:00+00:00,105027,105120,0.999115296803653,104992,0.9996762706377469,30606,0.29150792441328865,9.999999999843467e-06,9.999999999843467e-06,1e-05,0.0,0.00012377769525931428,35,2027.0,6154.8,12095
USDT,5,ohlc_average,2023,2023-01-01 00:00:00+00:00,2023-12-31 23:55:00+00:00,105027,105120,0.999115296803653,104992,0.9996762706377469,12772,0.1216473636086559,1.1102230246251565e-16,1.1102230246251565e-16,2.5e-06,0.0,0.00012377769525931428,35,2027.0,6154.8,12095
USDT,5,typical_price,2023,2023-01-01 00:00:00+00:00,2023-12-31 23:55:00+00:00,105027,105120,0.999115296803653,104992,0.9996762706377469,18349,0.17476569643401402,1.1102230246251565e-16,2.220446049250313e-16,3.3333e-06,0.0,0.00012377769525931428,35,2027.0,6154.8,12095
USDT,5,close,2024,2024-01-01 00:00:00+00:00,2024-12-31 23:55:00+00:00,105153,105408,0.9975808287795993,105118,0.9996766585514303,24272,0.23090241442949827,9.999999999843467e-06,9.999999999843467e-06,1e-05,0.0,8.55895694844655e-05,35,2147.0,6135.000000000004,9520
USDT,5,ohlc_average,2024,2024-01-01 00:00:00+00:00,2024-12-31 23:55:00+00:00,105153,105408,0.9975808287795993,105118,0.9996766585514303,8760,0.08333491885309842,1.1102230246251565e-16,2.220446049250313e-16,2.5e-06,0.0,8.55895694844655e-05,35,2147.0,6135.000000000004,9520
USDT,5,typical_price,2024,2024-01-01 00:00:00+00:00,2024-12-31 23:55:00+00:00,105153,105408,0.9975808287795993,105118,0.9996766585514303,12106,0.11516581365703304,1.1102230246251565e-16,2.220446049250313e-16,3.3333e-06,0.0,8.55895694844655e-05,35,2147.0,6135.000000000004,9520
USDT,5,close,2025,2025-01-01 00:00:00+00:00,2025-12-31 23:55:00+00:00,104923,105120,0.9981259512937595,104900,0.9997903204285088,28277,0.2695614871306006,9.999999999843467e-06,9.999999999843467e-06,1e-05,0.0,0.0001810851767486633,23,2605.0,12205.2,21579
USDT,5,ohlc_average,2025,2025-01-01 00:00:00+00:00,2025-12-31 23:55:00+00:00,104923,105120,0.9981259512937595,104900,0.9997903204285088,10864,0.10356530028598665,1.1102230246251565e-16,2.220446049250313e-16,2.5e-06,0.0,0.0001810851767486633,23,2605.0,12205.2,21579
USDT,5,typical_price,2025,2025-01-01 00:00:00+00:00,2025-12-31 23:55:00+00:00,104923,105120,0.9981259512937595,104900,0.9997903204285088,14516,0.13837940896091516,1.1102230246251565e-16,2.220446049250313e-16,3.3333e-06,0.0,0.0001810851767486633,23,2605.0,12205.2,21579
USDC,5,close,full,2020-01-08 15:15:00+00:00,2025-12-31 23:55:00+00:00,557622,629097,0.886384770552077,534125,0.9578638537644745,283011,0.5298591153756144,9.999000000004976e-05,9.999999999998899e-05,0.0001,0.0,0.06002811940705352,23497,4.0,36.0,13791
USDC,5,ohlc_average,full,2020-01-08 15:15:00+00:00,2025-12-31 23:55:00+00:00,557622,629097,0.886384770552077,534125,0.9578638537644745,133177,0.2493367657383571,1.1102230246251565e-16,1.1102230246251565e-16,2.5e-05,0.0,0.06002811940705352,23497,4.0,36.0,13791
USDC,5,typical_price,full,2020-01-08 15:15:00+00:00,2025-12-31 23:55:00+00:00,557622,629097,0.886384770552077,534125,0.9578638537644745,197561,0.369877837584835,1.1102230246251565e-16,3.333333333310762e-05,3.33333e-05,0.0,0.06002811940705352,23497,4.0,36.0,13791
USDC,5,close,2020,2020-01-08 15:15:00+00:00,2020-12-31 23:55:00+00:00,70553,103209,0.6835934850642871,57276,0.8118267377253657,25013,0.4367099657797332,9.999000000004976e-05,9.999999999998899e-05,0.0001,0.0,0.18003486740464617,13277,2.0,11.0,456
USDC,5,ohlc_average,2020,2020-01-08 15:15:00+00:00,2020-12-31 23:55:00+00:00,70553,103209,0.6835934850642871,57276,0.8118267377253657,12186,0.21275927089880578,1.1102230246251565e-16,1.1102230246251565e-16,5e-05,0.0,0.18003486740464617,13277,2.0,11.0,456
USDC,5,typical_price,2020,2020-01-08 15:15:00+00:00,2020-12-31 23:55:00+00:00,70553,103209,0.6835934850642871,57276,0.8118267377253657,13626,0.23790069138906347,1.1102230246251565e-16,3.333333333310762e-05,3.33333e-05,0.0,0.18003486740464617,13277,2.0,11.0,456
USDC,5,close,2021,2021-01-01 00:00:00+00:00,2021-12-31 23:55:00+00:00,103631,105120,0.9858352359208523,102501,0.9891054713885941,53851,0.5253704841903981,9.999999999998899e-05,9.999999999998899e-05,0.0001,0.0,0.02048614796730708,1130,19.0,266.0,1727
USDC,5,ohlc_average,2021,2021-01-01 00:00:00+00:00,2021-12-31 23:55:00+00:00,103631,105120,0.9858352359208523,102501,0.9891054713885941,26447,0.2580169949561468,1.1102230246251565e-16,1.1102230246251565e-16,2.5e-05,0.0,0.02048614796730708,1130,19.0,266.0,1727
USDC,5,typical_price,2021,2021-01-01 00:00:00+00:00,2021-12-31 23:55:00+00:00,103631,105120,0.9858352359208523,102501,0.9891054713885941,37226,0.36317694461517447,1.1102230246251565e-16,3.333333333310762e-05,3.33333e-05,0.0,0.02048614796730708,1130,19.0,266.0,1727
USDC,5,close,2022,2022-01-01 00:00:00+00:00,2022-12-31 23:55:00+00:00,101438,105120,0.9649733637747336,98425,0.9703066928241174,55207,0.5609042418084836,9.999999999998899e-05,9.999999999998899e-05,0.0001,0.0,0.0592677300419961,3013,8.0,83.0,1833
USDC,5,ohlc_average,2022,2022-01-01 00:00:00+00:00,2022-12-31 23:55:00+00:00,101438,105120,0.9649733637747336,98425,0.9703066928241174,24408,0.24798577597155194,1.1102230246251565e-16,1.1102230246251565e-16,2.5e-05,0.0,0.0592677300419961,3013,8.0,83.0,1833
USDC,5,typical_price,2022,2022-01-01 00:00:00+00:00,2022-12-31 23:55:00+00:00,101438,105120,0.9649733637747336,98425,0.9703066928241174,35950,0.36525273050546103,2.220446049250313e-16,3.333333333310762e-05,3.33333e-05,0.0,0.0592677300419961,3013,8.0,83.0,1833
USDC,5,close,2023,2023-01-01 00:00:00+00:00,2023-12-31 23:55:00+00:00,99457,105120,0.9461282343987824,94721,0.9523910070785071,50962,0.5380221914886878,9.999999999998899e-05,9.999999999998899e-05,0.0001,0.0,0.09045114974310506,4736,7.0,47.0,1334
USDC,5,ohlc_average,2023,2023-01-01 00:00:00+00:00,2023-12-31 23:55:00+00:00,99457,105120,0.9461282343987824,94721,0.9523910070785071,21626,0.22831262338868888,1.1102230246251565e-16,1.1102230246251565e-16,2.5e-05,0.0,0.09045114974310506,4736,7.0,47.0,1334
USDC,5,typical_price,2023,2023-01-01 00:00:00+00:00,2023-12-31 23:55:00+00:00,99457,105120,0.9461282343987824,94721,0.9523910070785071,31127,0.3286177299648441,1.1102230246251565e-16,3.333333333310762e-05,3.33333e-05,0.0,0.09045114974310506,4736,7.0,47.0,1334
USDC,5,close,2024,2024-01-01 00:00:00+00:00,2024-12-31 23:55:00+00:00,103801,105408,0.9847544778384942,102499,0.987466281310212,53533,0.5222782661294256,9.999999999998899e-05,9.999999999998899e-05,0.0001,0.0,0.03384360458955116,1302,17.0,209.0,3129
USDC,5,ohlc_average,2024,2024-01-01 00:00:00+00:00,2024-12-31 23:55:00+00:00,103801,105408,0.9847544778384942,102499,0.987466281310212,24150,0.23561205475175367,1.1102230246251565e-16,1.1102230246251565e-16,2.5e-05,0.0,0.03384360458955116,1302,17.0,209.0,3129
USDC,5,typical_price,2024,2024-01-01 00:00:00+00:00,2024-12-31 23:55:00+00:00,103801,105408,0.9847544778384942,102499,0.987466281310212,38614,0.37672562659147896,1.1102230246251565e-16,3.333333333310762e-05,3.33333e-05,0.0,0.03384360458955116,1302,17.0,209.0,3129
USDC,5,close,2025,2025-01-01 00:00:00+00:00,2025-12-31 23:55:00+00:00,78742,105120,0.7490677321156773,78698,0.9994539058432075,44441,0.5647030420086915,9.999999999998899e-05,9.999999999998899e-05,0.0001,0.0,0.001612862259023139,44,549.0,3452.5000000000005,13791
USDC,5,ohlc_average,2025,2025-01-01 00:00:00+00:00,2025-12-31 23:55:00+00:00,78742,105120,0.7490677321156773,78698,0.9994539058432075,24359,0.30952501969554497,1.1102230246251565e-16,1.1102230246251565e-16,2.5e-05,0.0,0.001612862259023139,44,549.0,3452.5000000000005,13791
USDC,5,typical_price,2025,2025-01-01 00:00:00+00:00,2025-12-31 23:55:00+00:00,78742,105120,0.7490677321156773,78698,0.9994539058432075,41016,0.5211822409718163,2.220446049250313e-16,3.333333333310762e-05,3.33333e-05,0.0,0.001612862259023139,44,549.0,3452.5000000000005,13791
DAI,5,close,full,2019-09-25 14:10:00+00:00,2025-12-31 22:55:00+00:00,358641,659338,0.5439410438955438,266872,0.7441222395717154,46373,0.17376495098773945,9.99999993922529e-09,9.999999999843467e-06,1e-05,0.0,0.17612319840732096,91769,1.0,6.0,826
DAI,5,ohlc_average,full,2019-09-25 14:10:00+00:00,2025-12-31 22:55:00+00:00,358641,659338,0.5439410438955438,266872,0.7441222395717154,15156,0.05679127072154441,1.1102230246251565e-16,2.4999999999053557e-06,5e-06,0.0,0.17612319840732096,91769,1.0,6.0,826
DAI,5,typical_price,full,2019-09-25 14:10:00+00:00,2025-12-31 22:55:00+00:00,358641,659338,0.5439410438955438,266872,0.7441222395717154,17129,0.06418432806738811,1.1102230246251565e-16,3.333333333133126e-06,3.3333e-06,0.0,0.17612319840732096,91769,1.0,6.0,826
DAI,5,close,2019,2019-09-25 14:10:00+00:00,2019-12-31 23:45:00+00:00,5683,28052,0.20258805076286895,2431,0.42784230904611054,586,0.24105306458247636,9.999999999843467e-06,9.999999999843467e-06,1e-05,0.0,0.3753299313742742,3252,1.0,3.0,62
DAI,5,ohlc_average,2019,2019-09-25 14:10:00+00:00,2019-12-31 23:45:00+00:00,5683,28052,0.20258805076286895,2431,0.42784230904611054,373,0.153434800493624,2.220446049250313e-16,2.5000000001274003e-06,1e-05,0.0,0.3753299313742742,3252,1.0,3.0,62
DAI,5,typical_price,2019,2019-09-25 14:10:00+00:00,2019-12-31 23:45:00+00:00,5683,28052,0.20258805076286895,2431,0.42784230904611054,372,0.1530234471410942,3.333333333133126e-06,3.3333333333551707e-06,1e-05,0.0,0.3753299313742742,3252,1.0,3.0,62
DAI,5,close,2020,2020-01-01 01:10:00+00:00,2020-12-31 23:55:00+00:00,40983,105394,0.38885515304476537,22830,0.557073837294422,3945,0.1727989487516426,9.99999993922529e-09,9.999999999843467e-06,1e-05,0.0,0.32040114193690067,18153,1.0,4.0,45
DAI,5,ohlc_average,2020,2020-01-01 01:10:00+00:00,2020-12-31 23:55:00+00:00,40983,105394,0.38885515304476537,22830,0.557073837294422,2320,0.10162067455102934,1.1102230246251565e-16,4.999999999921734e-06,1e-05,0.0,0.32040114193690067,18153,1.0,4.0,45
DAI,5,typical_price,2020,2020-01-01 01:10:00+00:00,2020-12-31 23:55:00+00:00,40983,105394,0.38885515304476537,22830,0.557073837294422,2297,0.1006132282084976,1.1102230246251565e-16,3.3333333333551707e-06,1e-05,0.0,0.32040114193690067,18153,1.0,4.0,45
DAI,5,close,2021,2021-01-01 00:00:00+00:00,2021-12-31 23:50:00+00:00,89166,105119,0.8482386628487714,79643,0.893209218863904,9247,0.11610562133520837,9.999999999843467e-06,9.999999999843467e-06,1e-05,0.0,0.08320436040643295,9523,3.0,20.0,537
DAI,5,ohlc_average,2021,2021-01-01 00:00:00+00:00,2021-12-31 23:50:00+00:00,89166,105119,0.8482386628487714,79643,0.893209218863904,2067,0.025953316675665156,1.1102230246251565e-16,2.4999999999053557e-06,5e-06,0.0,0.08320436040643295,9523,3.0,20.0,537
DAI,5,typical_price,2021,2021-01-01 00:00:00+00:00,2021-12-31 23:50:00+00:00,89166,105119,0.8482386628487714,79643,0.893209218863904,2456,0.030837612847331216,1.1102230246251565e-16,3.333333333133126e-06,3.3333e-06,0.0,0.08320436040643295,9523,3.0,20.0,537
DAI,5,close,2022,2022-01-01 00:00:00+00:00,2022-12-31 23:50:00+00:00,89727,105119,0.8535754716083677,81446,0.9077190557920781,17017,0.20893598212312453,9.999999999843467e-06,9.999999999843467e-06,1e-05,0.0,0.0683963578410066,8281,3.0,22.0,826
DAI,5,ohlc_average,2022,2022-01-01 00:00:00+00:00,2022-12-31 23:50:00+00:00,89727,105119,0.8535754716083677,81446,0.9077190557920781,4416,0.05421997397048351,1.1102230246251565e-16,1.1102230246251565e-16,5e-06,0.0,0.0683963578410066,8281,3.0,22.0,826
DAI,5,typical_price,2022,2022-01-01 00:00:00+00:00,2022-12-31 23:50:00+00:00,89727,105119,0.8535754716083677,81446,0.9077190557920781,5516,0.06772585516784127,1.1102230246251565e-16,2.220446049250313e-16,3.3333e-06,0.0,0.0683963578410066,8281,3.0,22.0,826
DAI,5,close,2023,2023-01-01 00:00:00+00:00,2023-12-31 23:50:00+00:00,59602,105119,0.5669955003377125,44031,0.7387627724367041,9023,0.20492380368376825,9.999999999843467e-06,9.99999999995449e-06,1e-05,0.0,0.17316533002248247,15571,2.0,6.0,523
DAI,5,ohlc_average,2023,2023-01-01 00:00:00+00:00,2023-12-31 23:50:00+00:00,59602,105119,0.5669955003377125,44031,0.7387627724367041,3050,0.0692693783924962,1.1102230246251565e-16,1.1102230246251565e-16,5e-06,0.0,0.17316533002248247,15571,2.0,6.0,523
DAI,5,typical_price,2023,2023-01-01 00:00:00+00:00,2023-12-31 23:50:00+00:00,59602,105119,0.5669955003377125,44031,0.7387627724367041,3481,0.07905793645386205,1.1102230246251565e-16,3.333333333133126e-06,3.3333e-06,0.0,0.17316533002248247,15571,2.0,6.0,523
DAI,5,close,2024,2024-01-01 00:35:00+00:00,2024-12-31 23:55:00+00:00,42617,105401,0.40433202721036804,23199,0.5443730054439647,4628,0.19949135738609422,9.999999999843467e-06,9.99999999995449e-06,1e-05,0.0,0.29140953140765424,19418,1.0,4.0,88
DAI,5,ohlc_average,2024,2024-01-01 00:35:00+00:00,2024-12-31 23:55:00+00:00,42617,105401,0.40433202721036804,23199,0.5443730054439647,2104,0.0906935643777749,1.1102230246251565e-16,2.4999999999053557e-06,5e-06,0.0,0.29140953140765424,19418,1.0,4.0,88
DAI,5,typical_price,2024,2024-01-01 00:35:00+00:00,2024-12-31 23:55:00+00:00,42617,105401,0.40433202721036804,23199,0.5443730054439647,2159,0.09306435622225095,1.1102230246251565e-16,3.333333333133126e-06,3.3333e-06,0.0,0.29140953140765424,19418,1.0,4.0,88
DAI,5,close,2025,2025-01-01 00:00:00+00:00,2025-12-31 22:55:00+00:00,30863,105108,0.29363131255470565,13290,0.430626660618236,1927,0.14499623777276147,9.999999999843467e-06,9.999999999843467e-06,1e-05,0.0,0.3760165894436704,17573,1.0,3.0,43
DAI,5,ohlc_average,2025,2025-01-01 00:00:00+00:00,2025-12-31 22:55:00+00:00,30863,105108,0.29363131255470565,13290,0.430626660618236,826,0.062151993980436415,1.1102230246251565e-16,2.4999999999053557e-06,1e-05,0.0,0.3760165894436704,17573,1.0,3.0,43
DAI,5,typical_price,2025,2025-01-01 00:00:00+00:00,2025-12-31 22:55:00+00:00,30863,105108,0.29363131255470565,13290,0.430626660618236,848,0.0638073739653875,1.1102230246251565e-16,3.3333333332441484e-06,1e-05,0.0,0.3760165894436704,17573,1.0,3.0,43
