year,observations,mean_price,sd_log_price,mean_volume,mean_trades
2021,104822,1.0004426608917976,0.0005392553622302395,447496.7593211318,184.8752647345023
2022,104910,0.9998307635115814,0.0008767598550508351,421269.61016450153,91.65713468687446
2023,105027,1.0001587062374437,0.0009292782798408012,367570.43172636424,106.60809125272549
2024,105153,0.9999527369642331,0.0006180710865065723,480140.78669435234,130.99092750563466
2025,104923,0.999952647369976,0.00041394760798627137,691700.6611727143,121.4798947799815
