replication,initialization,null_loglik,alternative_loglik,lr,theta_null,kappa_null,sigma_null,theta_alt,kappa_alt,sigma_alt,lambda_alt,alternative_converged,alternative_gradient_norm,ifm_loglik,ifm_theta,ifm_tau,ifm_kappa,ifm_lambda,ifm_converged,ifm_gradient_norm,fit_failed
77,stationary_initial,201565.19298185696,201565.19298185708,2.3283064365386963e-10,-5.581980366506274e-05,2.2644398103177075,0.0012990268847092733,-5.581980367623512e-05,2.2644398103177075,0.0012990268847092729,0.0,True,0.5693914697862591,201565.11415970532,-6.993060333956867e-05,0.0006005098069098977,2.3397444575168915,1.522997974471263e-08,True,3.55271366094897e-07,False
78,stationary_initial,201789.10725065484,201789.1072506549,1.1641532182693481e-10,-8.163823627141557e-05,2.9571894322524614,0.0012889886507999801,-8.163841569955191e-05,2.9571894322514316,0.0012889886507995317,0.0,True,0.6913630613306306,201789.07759586675,-7.32722517375752e-05,0.0005261689973234009,3.0006711410415727,1.522997974471263e-08,True,0.0,False
79,stationary_initial,201750.82619823536,201750.82619823536,0.0,3.9097978448132515e-05,2.603921656384461,0.001290174941855005,3.909755947958005e-05,2.6039216563872025,0.0012901749418550055,0.0,True,0.6967797036207314,201750.17664300703,-2.1470430291403548e-05,0.0005641571715555381,2.615109904008717,1.522997974471263e-08,True,1.776356830474485e-07,False
80,stationary_initial,201861.26651439373,201861.26651439373,0.0,-3.858600638785031e-05,2.2961735418931246,0.0012838038650439052,-3.858661460407732e-05,2.2961735418976152,0.001283803865043905,0.0,True,0.7244221239361317,201861.204039276,-5.534365320787055e-05,0.0005926063602694064,2.3465874215973908,1.522997974471263e-08,True,1.776356830474485e-07,False
81,stationary_initial,201470.86569987764,201470.86569987764,0.0,-6.62970941200617e-05,3.078502846534715,0.0013057759466655991,-6.629727935053314e-05,3.0785028465347146,0.0013057759466655991,0.0,True,0.6198675420408506,201470.4617511534,-0.00010399642141986809,0.0005342505677222805,2.986979473437693,1.522997974471263e-08,True,1.7763568501960078e-07,False
82,stationary_initial,201659.36425615757,201659.36425615763,1.1641532182693481e-10,-2.930973629759564e-05,2.997611469340771,0.0012957861470961952,-2.9309736297656163e-05,2.997611469340771,0.0012957861470961958,0.0,True,0.7054755063807425,201659.2086899058,-4.750885388428347e-06,0.0005251439992789042,3.0442833470245088,1.522997974471263e-08,True,1.7763568501960078e-07,False
83,stationary_initial,201568.23924162245,201568.23924162245,0.0,-8.781550097725741e-05,2.9159197301644335,0.0013003341037778648,-8.781563307002545e-05,2.915919730163651,0.0013003341037775154,0.0,True,0.5861446501084603,201568.18946204847,-7.602619127718438e-05,0.0005337587207332359,2.9675045749481677,1.522997974471263e-08,True,0.0,False
84,stationary_initial,201459.57649518558,201459.57649518558,0.0,-0.00011431196979210411,2.9759934130790873,0.0013061340708342972,-0.00011431196979210411,2.9759934130790873,0.0013061340708342972,0.0,True,0.618974388955036,201459.3882934823,-8.708588318742738e-05,0.0005402391176354618,2.922673721620608,1.522997974471263e-08,True,1.7763568501960078e-07,False
85,stationary_initial,201698.17632634938,201698.17632634938,0.0,-2.5998351218342045e-05,2.6716339204108737,0.0012930464392198954,-2.599859033019416e-05,2.6716339204108737,0.0012930464392198952,0.0,True,0.40319090908533045,201698.0339778277,-5.17602297390813e-05,0.0005645189180653844,2.623290801845819,1.522999643054027e-08,True,0.0,False
86,stationary_initial,201499.04012241858,201499.04012241864,1.1641532182693481e-10,-9.38583165875532e-05,3.0234201437719475,0.0013041809123037183,-9.385856850598187e-05,3.0234201437719475,0.001304180912304344,0.0,True,0.6458989848528317,201499.02645865097,-8.790688143036368e-05,0.0005327745104684365,2.9961217838150955,1.522997974471263e-08,True,0.0,False
87,stationary_initial,201366.71543477263,201366.7154347727,1.1641532182693481e-10,-5.752826615597755e-05,2.739876670166209,0.0013104591298968515,-5.7528586234007744e-05,2.7398766701703265,0.0013104591298978355,0.0,True,0.6817195733869608,201366.51177044565,-2.6135037514897967e-05,0.0005551396747691714,2.786245650473816,1.522997974471263e-08,True,0.0,False
88,stationary_initial,201732.91055079055,201732.91055079058,5.820766091346741e-11,-0.00012629162069464247,2.331920511231041,0.0012904920420024942,-0.0001262918630963936,2.3319205112292742,0.001290492042001517,0.0,True,0.6494005356081121,201732.7685821161,-0.00012539637210055464,0.0005819498845782549,2.458747715778624,1.522997974471263e-08,True,0.0,False
89,stationary_initial,201741.08646474185,201741.08646474185,0.0,-0.00014349138205214032,2.962857707032146,0.001291479625698688,-0.00014349168307733437,2.962857707032146,0.0012914796256994438,0.0,True,0.6035243477375205,201740.97385796692,-0.00012368854830617566,0.0005255406322918367,3.019509483421885,1.522997974471263e-08,True,1.7763568501960078e-07,False
90,stationary_initial,201532.5162602049,201532.51626020495,1.1641532182693481e-10,-3.169492196299859e-05,2.53889669129796,0.0013013441163217112,-3.169515033883918e-05,2.5388966912964057,0.0013013441163209148,0.0,True,0.6745578347789242,201532.35664731803,-4.006099767788686e-06,0.0005704804619097298,2.6018258777847447,1.522997974471263e-08,True,3.55271366094897e-07,False
91,stationary_initial,201625.18287926208,201625.18287926208,0.0,-4.043035136458696e-05,2.9211944790664437,0.0012973874849093578,-4.043035136458696e-05,2.9211944790664437,0.0012973874849093578,0.0,True,0.6607974660934511,201625.123866917,-4.323807929554282e-05,0.0005448796895933744,2.834724945393041,1.522997974471263e-08,True,0.0,False
92,stationary_initial,201485.42001791237,201485.42001791237,0.0,9.656406558756277e-05,2.3238814168645074,0.0013033127282995863,9.656345292279491e-05,2.3238814168645074,0.0013033127283021623,0.0,True,0.6347406174762712,201484.78790519567,4.4471795266372275e-05,0.0005833068474530436,2.4962883678211436,1.522997974471263e-08,True,1.776356830474485e-07,False
93,stationary_initial,201634.4729285064,201634.47292850644,5.820766091346741e-11,-3.172083032027658e-05,2.665894070855666,0.0012963326205921119,-3.1721003677865036e-05,2.665894070855666,0.0012963326205915674,0.0,True,0.6301094796940763,201634.2923035554,-5.7626158451219874e-06,0.0005526684895686409,2.7509295125041877,1.522997974471263e-08,True,0.0,False
94,stationary_initial,201430.08950409066,201430.08950409066,0.0,-0.00010472264614010693,2.575789349127213,0.0013067701995892866,-0.00010472281123852523,2.5757893491260937,0.0013067701995887193,0.0,True,0.5149345880110512,201429.68580615398,-6.0075965528285027e-05,0.0005658134866699988,2.6670785688219056,1.522997974471263e-08,True,1.776356830474485e-07,False
95,stationary_initial,201539.65121357172,201539.65121357178,1.1641532182693481e-10,-0.00014153712167363898,3.078260203985466,0.0013021875993349359,-0.00014153730855618444,3.0782602039854665,0.0013021875993353817,0.0,True,0.6146459412513835,201539.41149593503,-0.00012946597270896125,0.0005395250271917271,2.91274995894603,1.522997974471263e-08,True,1.7763568501960078e-07,False
96,stationary_initial,201702.54655922294,201702.54655922294,0.0,4.954555648869407e-05,2.9225718499423334,0.0012933819460963702,4.954552618783601e-05,2.9225718499425106,0.0012933819460962926,0.0,True,0.6861531843762982,201701.8089520671,-8.056145572621295e-06,0.0005333336111421255,2.940706254911422,1.522997974471263e-08,True,1.7763568501960078e-07,False
97,stationary_initial,201752.5438257798,201752.54382577984,5.820766091346741e-11,1.580956224010259e-05,2.630953185059471,0.0012901466647109545,1.5809504187114615e-05,2.6309531850587207,0.0012901466647109547,0.0,True,0.6270690673872177,201752.3825545418,-1.2813452402384127e-05,0.00056674934523557,2.591026700135877,1.522997974471263e-08,True,3.55271366094897e-07,False
98,stationary_initial,201732.36971774115,201732.3697177412,1.1641532182693481e-10,8.173852010765552e-05,2.386115919951017,0.00129064105814435,8.17382276111669e-05,2.386115919951017,0.0012906410581443495,0.0,True,0.7088988973634205,201731.51900771275,1.998513034439164e-05,0.0005692740475541396,2.570203842891277,1.522997974471263e-08,True,1.776356830474485e-07,False
0,empirical_segment_initial,201659.7406204453,201659.7406204453,0.0,-7.95077274093631e-05,2.6274717964081993,0.0012949369516913176,-7.950797314959783e-05,2.6274717964081993,0.0012949369516913176,0.0,True,0.6763468041915274,201659.45126205735,-4.153843847636962e-05,0.0005715907872526135,2.566299058309734,1.522997974471263e-08,True,0.0,False
1,empirical_segment_initial,201564.81762295734,201564.81762295734,0.0,-0.00015537322336401868,2.634320903378642,0.001299878479143594,-0.00015537322336401868,2.634320903378642,0.001299878479143594,0.0,True,0.6823446726027764,201563.54183387858,-7.389906820311941e-05,0.0005777931817109645,2.5309081265274807,1.522997974471263e-08,True,1.776356830474485e-07,False
2,empirical_segment_initial,201489.10133267433,201489.10133267433,0.0,-0.00010436753018511749,2.630389300509346,0.0013038124535864378,-0.00010436769051744513,2.630389300508286,0.0013038124535859124,0.0,True,0.688793203649395,201488.44513512688,-6.549220240954282e-05,0.0005923894890396495,2.42219833552927,1.522997974471263e-08,True,1.776356830474485e-07,False
3,empirical_segment_initial,201740.05084884865,201740.05084884868,5.820766091346741e-11,1.3599020122877787e-05,2.080305556954685,0.0012895615095424632,1.3598511664779838e-05,2.080305556954685,0.0012895615095424627,0.0,True,0.7000164015831386,201739.9926067226,2.1988193230162824e-05,0.0006217489494755847,2.1509290634734444,1.522997974471263e-08,True,3.55271366094897e-07,False
4,empirical_segment_initial,201552.28742914277,201552.2874291428,5.820766091346741e-11,-5.85570652397312e-05,2.4410251615107983,0.0013000950706026672,-5.855733125603277e-05,2.4410251615126857,0.0013000950706026665,0.0,True,0.6688106094188846,201551.64213089974,-1.0822271535580654e-05,0.0006108178027040528,2.2652725662897706,1.522997974471263e-08,True,1.776356830474485e-07,False
5,empirical_segment_initial,201610.00804679235,201610.00804679235,0.0,-1.4543405259087411e-05,2.9723486305083977,0.0012982901313711526,-1.4543831288785293e-05,2.9723486305083977,0.001298290131371153,0.0,True,0.6488502233476174,201609.33355189767,2.992688479113881e-06,0.0005588709158200203,2.698458912242593,1.522997974471263e-08,True,1.776356830474485e-07,False
6,empirical_segment_initial,201716.82407783836,201716.82407783842,1.1641532182693481e-10,-5.9118694921803795e-05,2.84895784277882,0.0012924788652963323,-5.911869819355802e-05,2.8489578427788,0.0012924788652963226,0.0,True,0.692326734442495,201716.3080432082,-3.1593578896121856e-05,0.0005623912803833957,2.6409427849840927,1.522997974471263e-08,True,0.0,False
7,empirical_segment_initial,201772.65366603585,201772.65366603585,0.0,-1.0554039720494134e-05,2.814993571941635,0.0012895199527473132,-1.0554208889690077e-05,2.814993571940613,0.0012895199527468446,0.0,True,0.6929772357846272,201772.22002529085,2.4266809677046334e-05,0.0005585317588690282,2.66530155988665,1.522997974471263e-08,True,1.776356830474485e-07,False
8,empirical_segment_initial,201681.48490652788,201681.48490652788,0.0,-6.38601664446881e-05,2.722083969690036,0.0012940230194696536,-6.38601664446881e-05,2.722083969690036,0.0012940230194696536,0.0,True,0.6774026707632034,201680.6327450406,-1.9854452430308763e-05,0.0005801459864227471,2.4877729021813093,1.522997974471263e-08,True,3.55271366094897e-07,False
9,empirical_segment_initial,201664.2079606344,201664.20796063443,5.820766091346741e-11,3.377802323067532e-05,3.0231592646469028,0.0012955923781847124,3.3777857453974474e-05,3.0231592646450225,0.0012955923781839073,0.0,True,0.6359474790661721,201663.85696979277,3.4094969868568435e-05,0.0005465083426868678,2.8101313635184515,1.522997974471263e-08,True,0.0,False
10,empirical_segment_initial,201634.854187895,201634.85418789505,1.1641532182693481e-10,-4.051963494821749e-05,2.947687571526116,0.0012969451335520194,-4.051980589711823e-05,2.947687571526116,0.001296945133552019,0.0,True,0.5447528719647885,201634.13030643534,-1.2460297333974749e-05,0.0005594172201594704,2.6876231661705674,1.522997974471263e-08,True,0.0,False
11,empirical_segment_initial,201349.8177605424,201349.8177605424,0.0,-1.9189674125760455e-05,2.901280331722133,0.0013117114875193022,-1.9189674125760455e-05,2.901280331722133,0.0013117114875193022,0.0,True,0.11326675401857061,201349.37211147507,-4.0962204956233055e-06,0.000566587583730532,2.679967256935173,1.522997974471263e-08,True,0.0,False
12,empirical_segment_initial,201590.6808686651,201590.6808686651,0.0,-5.295620527366265e-05,2.9727548526455907,0.001299295123997606,-5.295648546836242e-05,2.972754852645591,0.0012992951239976062,0.0,True,0.6563984967241518,201590.07466595276,-2.0477819023378463e-05,0.0005533111195248123,2.757206782163966,1.522997974471263e-08,True,0.0,False
13,empirical_segment_initial,201617.40249160433,201617.40249160433,0.0,-6.545235890357163e-05,2.801586590198501,0.0012975227454089587,-6.545264195067268e-05,2.8015865901985006,0.0012975227454089591,0.0,True,0.6226658347147633,201616.4900429254,-3.62294133088705e-05,0.0005791945878695917,2.5094852028802888,1.522997974471263e-08,True,1.776356830474485e-07,False
14,empirical_segment_initial,201669.30788022638,201669.30788022638,0.0,-1.2062152321469434e-05,2.916024510295783,0.001295088030557729,-1.206246772185042e-05,2.916024510297641,0.0012950880305585542,0.0,True,0.716538477761157,201668.97201564146,1.0110392541920611e-05,0.0005525961803256253,2.746412051344453,1.522997974471263e-08,True,1.7763568501960078e-07,False
15,empirical_segment_initial,201648.46891817695,201648.46891817695,0.0,-6.559154391331194e-05,2.8661959571522195,0.0012960562634623748,-6.559154395079348e-05,2.86619595715222,0.001296056263462375,0.0,True,0.6931786752416941,201647.57107012442,-1.9089584640163026e-05,0.0005645184464888619,2.635690164865238,1.522997974471263e-08,True,1.776356830474485e-07,False
16,empirical_segment_initial,201718.92526600236,201718.92526600242,1.1641532182693481e-10,-6.996825681880927e-05,2.426095354916727,0.001291424706712945,-6.996848655744259e-05,2.4260953549183424,0.0012914247067129451,0.0,True,0.6997899173446125,201718.45510648153,-2.8678646325720932e-05,0.0006050258970082276,2.278125006535745,1.522997974471263e-08,True,0.0,False
17,empirical_segment_initial,201615.61989000515,201615.61989000515,0.0,-0.00011217412681974936,2.4285258415791167,0.0012967776486720566,-0.000112174618980427,2.4285258415791167,0.001296777648673912,0.0,True,0.6563757560443289,201614.8467693422,-4.271969555156382e-05,0.0005964357162467369,2.363747626611305,1.522997974471263e-08,True,1.776356830474485e-07,False
18,empirical_segment_initial,201765.14935760666,201765.14935760666,0.0,-6.104088477536605e-05,2.6590946586803264,0.0012895591185217773,-6.104137884191026e-05,2.6590946586803264,0.0012895591185217766,0.0,True,0.6966439901095304,201764.4641849277,-8.256356147167513e-06,0.0005746052040722662,2.518479048761083,1.522997974471263e-08,True,0.0,False
19,empirical_segment_initial,201657.68018991558,201657.68018991558,0.0,-0.00019572911988472688,2.414705971421513,0.0012945667950051828,-0.00019572911988472688,2.414705971421513,0.0012945667950051828,0.0,True,0.6723002620620111,201655.94372357093,-0.0001025885603217843,0.0006162225312976934,2.2070184082399127,1.522997974471263e-08,True,1.776356830474485e-07,False
20,empirical_segment_initial,201617.98407266452,201617.98407266455,5.820766091346741e-11,-9.092568859682278e-05,2.7076075584870645,0.0012972815569125698,-9.092610990667997e-05,2.7076075584897485,0.0012972815569125703,0.0,True,0.6846562463159036,201616.53926294524,-2.1016678462183993e-05,0.0005843091984455216,2.464934361268006,1.522997974471263e-08,True,0.0,False
21,empirical_segment_initial,201364.65405481015,201364.65405481018,5.820766091346741e-11,3.63610025497586e-05,2.8824289033577593,0.0013108905207983507,3.636081452195846e-05,2.8824289033577593,0.0013108905207988737,0.0,True,0.5851964302333555,201364.34493565935,1.353279044888893e-05,0.0005616124016359415,2.7242150248512886,1.522997974471263e-08,True,1.7763568501960078e-07,False
22,empirical_segment_initial,201436.23189501505,201436.23189501505,0.0,-0.00011811623922229751,2.5368971968087037,0.0013063612223669651,-0.00011811646815882245,2.53689719680713,0.0013063612223669647,0.0,True,0.6743210463634136,201435.32991030172,-5.395251008639568e-05,0.000598908623099242,2.379074403109232,1.522997974471263e-08,True,3.55271366094897e-07,False
23,empirical_segment_initial,201488.04239840445,201488.04239840445,0.0,-6.355118505605815e-05,2.7755196374023976,0.0013041952198143156,-6.35514431015996e-05,2.7755196374023976,0.0013041952198143154,0.0,True,0.7032277022531052,201487.36754051165,-3.100121282322089e-05,0.0005784322351758766,2.541998548484194,1.522997974471263e-08,True,1.776356830474485e-07,False
24,empirical_segment_initial,201597.10414681476,201597.10414681476,0.0,-8.741658366047353e-05,2.42558217587123,0.0012977318230137126,-8.741675391337444e-05,2.42558217587123,0.0012977318230130647,0.0,True,0.5199259722494043,201596.567403102,-3.39131601061319e-05,0.0006023454532609747,2.320961140279316,1.522998091864183e-08,True,1.776356830474485e-07,False
25,empirical_segment_initial,201760.57089967324,201760.57089967324,0.0,-0.00013508036399014948,2.9182076385974276,0.001290373777861952,-0.00013508061372902424,2.9182076385974276,0.0012903737778613069,0.0,True,0.6934534775556774,201759.15300733625,-7.628500470987282e-05,0.0005618529094625089,2.6375900751023265,1.522997974471263e-08,True,1.776356830474485e-07,False
26,empirical_segment_initial,201606.88726613348,201606.8872661335,5.820766091346741e-11,1.993697847393795e-05,3.2755729564878115,0.0012991334614677183,1.9936747742997352e-05,3.2755729564878115,0.0012991334614677185,0.0,True,0.6894549011967261,201605.98667792697,5.1450741734431854e-05,0.0005319397271548937,2.9825410167785877,1.522997974471263e-08,True,1.7763568501960078e-07,False
27,empirical_segment_initial,201606.54730000877,201606.54730000877,0.0,-5.902447016742751e-05,2.7014944347954053,0.0012978614300105738,-5.902495774207654e-05,2.7014944347954053,0.001297861430010574,0.0,True,0.7036531390475727,201606.3490302492,-4.8301118267733345e-05,0.0005738878949734066,2.5572907459162284,1.522997974471263e-08,True,0.0,False
28,empirical_segment_initial,201479.75242112682,201479.75242112685,5.820766091346741e-11,-2.2513915193726283e-05,2.675659731486538,0.0013044023139004907,-2.2514383236076444e-05,2.675659731486538,0.0013044023139004912,0.0,True,0.6657726847444648,201479.5914789275,-1.2119279744248084e-05,0.0005779452134603505,2.546982775951418,1.522997974471263e-08,True,0.0,False
29,empirical_segment_initial,201465.15777277504,201465.15777277513,1.7462298274040222e-10,-8.754200908026865e-05,2.719553315332495,0.001305263180075897,-8.75420378585957e-05,2.719553315332495,0.0013052631800757213,0.0,True,0.6804745253043585,201464.39508033765,-2.5084731052918443e-05,0.0005657570641481574,2.66154349877842,1.522997974471263e-08,True,1.776356830474485e-07,False
30,empirical_segment_initial,201686.65297114843,201686.65297114846,5.820766091346741e-11,-7.957143385960464e-06,2.9420914965405545,0.0012942481769651962,-7.957164708728012e-06,2.942091496540679,0.001294248176965251,0.0,True,0.689240137449621,201686.26811185785,-1.2897833465051394e-06,0.0005543761767758185,2.725277472526979,1.522997974471263e-08,True,0.0,False
31,empirical_segment_initial,201642.65956641058,201642.65956641064,1.1641532182693481e-10,-6.385900761476068e-05,2.846505286628802,0.0012963132993573027,-6.385942687356704e-05,2.846505286628802,0.0012963132993573025,0.0,True,0.7007455991052325,201642.21096961654,-3.5229665286685094e-05,0.0005617892660197152,2.662317752112089,1.522997974471263e-08,True,1.776356830474485e-07,False
32,empirical_segment_initial,201549.69043783433,201549.69043783436,5.820766091346741e-11,-2.936570385633948e-05,2.9263115945713754,0.0013013226456017294,-2.9365925821482915e-05,2.9263115945713754,0.0013013226456023144,0.0,True,0.5649477392874385,201549.09055258424,1.2571917751963618e-05,0.000553735154198014,2.7615827289998167,1.522997974471263e-08,True,1.7763568501960078e-07,False
33,empirical_segment_initial,201541.88652398708,201541.88652398708,0.0,-4.5077045543176654e-05,2.6105151317992306,0.0013010177235435205,-4.507729983783717e-05,2.6105151318009154,0.00130101772354436,0.0,True,0.677076531436554,201541.3491156026,-4.261820728881773e-06,0.0005884556004803415,2.444155389929432,1.522997974471263e-08,True,1.776356830474485e-07,False
34,empirical_segment_initial,201661.53253498892,201661.53253498892,0.0,-4.097317394921155e-05,3.2673238753300806,0.0012962784085360497,-4.097332750240159e-05,3.267323875330081,0.0012962784085360495,0.0,True,0.6199689742769677,201659.93702613015,-1.8162809118138358e-05,0.0005446448402310831,2.8326908311168233,1.522997974471263e-08,True,3.5527137003920156e-07,False
35,empirical_segment_initial,201701.16702325732,201701.16702325732,0.0,-0.00012177381939780185,2.2731336866066614,0.0012920001561058296,-0.00012177442262124344,2.2731336866066614,0.0012920001561084102,0.0,True,0.7150365648655107,201700.34730099683,-4.817261361265887e-05,0.000619152789715229,2.1773524934765858,1.522997974471263e-08,True,0.0,False
36,empirical_segment_initial,201848.81438840195,201848.81438840195,0.0,-6.579903478230004e-05,2.746185427507932,0.0012854444273760841,-6.57994236628896e-05,2.746185427507932,0.0012854444273760848,0.0,True,0.6855717810133782,201848.09188431103,-2.625885412651783e-05,0.0005717829277877057,2.527206889576813,1.522997974471263e-08,True,1.776356830474485e-07,False
37,empirical_segment_initial,201537.7687326689,201537.76873266892,5.820766091346741e-11,-3.8728211464791566e-05,2.7408548938992188,0.0013015256036156256,-3.872859730292694e-05,2.7408548938967767,0.001301525603615626,0.0,True,0.6936415922327313,201537.27290848788,3.047055310035809e-06,0.0005704880133830162,2.6025596087147935,1.522997974471263e-08,True,1.776356830474485e-07,False
38,empirical_segment_initial,201631.85683711307,201631.85683711307,0.0,-4.882692853423331e-05,2.553745110650041,0.0012962166412435775,-4.882723144642813e-05,2.553745110652082,0.0012962166412446138,0.0,True,0.649761847406447,201631.54910267217,-2.1169088649419186e-05,0.0005900716054963751,2.4128331300368573,1.522997974471263e-08,True,1.776356830474485e-07,False
39,empirical_segment_initial,201741.3868411313,201741.3868411313,0.0,-6.590601124184979e-06,2.5123482129237695,0.001290457602823742,-6.590990066550419e-06,2.5123482129237695,0.0012904576028237424,0.0,True,0.6361771583004758,201741.01537655268,1.5867305695739155e-05,0.0005970026243053831,2.336246560898395,1.522997974471263e-08,True,3.55271366094897e-07,False
40,empirical_segment_initial,201486.94259611363,201486.94259611366,5.820766091346741e-11,-2.088924137000843e-05,2.939546012230265,0.001304622828943686,-2.0889368341826596e-05,2.9395460122310175,0.0013046228289433522,0.0,True,0.6940950978376252,201486.66298844252,6.061133245539854e-06,0.0005498279485819826,2.815119597034622,1.522997974471263e-08,True,0.0,False
41,empirical_segment_initial,201711.91830237195,201711.91830237195,0.0,-1.7853834782221708e-05,2.8645178290680047,0.00129276732133241,-1.7854059974672244e-05,2.864517829066658,0.00129276732133241,0.0,True,0.6558844184933095,201710.55281661556,3.116437663416452e-05,0.0005726509626160477,2.5484774950417783,1.522997974471263e-08,True,1.776356830474485e-07,False
42,empirical_segment_initial,201700.34801994116,201700.4635198123,0.23099974228534847,-8.99422019882504e-06,3.1632616128729456,0.0012940344072062762,-1.0025941846161774e-05,3.16463122644028,0.001293757150557421,0.0069970601678332614,True,0.0006544337512950036,201699.6693468065,8.432880694718848e-06,0.0005409593789784704,2.8598513923377094,0.00628397014481513,True,5.417888393097823e-05,False
43,empirical_segment_initial,201628.03635613102,201628.03635613102,0.0,-1.038965773313427e-05,2.1144514763338784,0.0012954290621747114,-1.038965773313427e-05,2.1144514763338784,0.0012954290621747114,0.0,True,0.6991314208568804,201627.94311244512,9.340780870773333e-06,0.000640233475871903,2.047028765831941,1.522997974471263e-08,True,1.776356830474485e-07,False
44,empirical_segment_initial,201421.1002690395,201421.1002690395,0.0,-0.00016058939402787954,2.7786232672024216,0.001307699147271965,-0.00016058988549103666,2.778623267205518,0.0013076991472734231,0.0,True,0.6791495403071446,201419.2650068922,-6.823670469612093e-05,0.0005693466104676665,2.6381401383057836,1.522997974471263e-08,True,0.0,False
45,empirical_segment_initial,201542.912432731,201542.912432731,0.0,2.3678317285421348e-05,2.5204278095930643,0.0013007614827001948,2.3678317285421348e-05,2.5204278095930643,0.0013007614827001948,0.0,True,0.6987397353508994,201542.77647989406,3.325906286483254e-05,0.0005931384421129791,2.404687411583798,1.522997974471263e-08,True,3.55271366094897e-07,False
46,empirical_segment_initial,201484.52953070836,201484.52953070836,0.0,-4.188013072741032e-05,2.9229534483166,0.0013047113033900907,-4.188073465620762e-05,2.9229534483202024,0.0013047113033900911,0.0,True,0.3270393823637002,201483.80552426694,7.5032085384036475e-06,0.0005546872246036524,2.7664885259807175,1.522997974471263e-08,True,1.7763568501960078e-07,False
47,empirical_segment_initial,201635.62437859256,201635.62437859256,0.0,-2.5034260826679415e-05,2.5317805181633344,0.0012959720392007037,-2.5034260826679415e-05,2.5317805181633344,0.0012959720392007037,0.0,True,0.726794271576445,201635.28261830396,-1.9656215985452216e-06,0.0005958178125786016,2.3656314687906774,1.522997974471263e-08,True,0.0,False
48,empirical_segment_initial,201538.17222238443,201538.17222238443,0.0,-0.0001695584410290128,2.3590949991535077,0.001300644819574878,-0.00016955844103611772,2.3590949991535077,0.001300644819574878,0.0,True,0.6758019945806707,201537.26725820865,-8.996988598018678e-05,0.0005997360681739369,2.3517932305817033,1.522997974471263e-08,True,1.776356830474485e-07,False
49,empirical_segment_initial,201703.75361447563,201703.75361447563,0.0,-5.389288231169042e-05,2.5114584687482226,0.0012923996384339755,-5.389349309064229e-05,2.5114584687482226,0.001292399638436121,0.0,True,0.6788916120353208,201703.30876148274,-9.918097629913982e-06,0.0005907882589944704,2.3928541081147467,1.522997974471263e-08,True,1.776356830474485e-07,False
50,empirical_segment_initial,201645.95754408484,201645.95754408484,0.0,-6.460448435146457e-06,2.7795822412341087,0.0012959922077537163,-6.460936874154612e-06,2.7795822412341082,0.0012959922077537165,0.0,True,0.6760867460118761,201645.3949808062,3.229297147748629e-05,0.0005680917901476866,2.6023073448483847,1.522997974471263e-08,True,1.776356830474485e-07,False
51,empirical_segment_initial,201299.71056099454,201299.71056099457,5.820766091346741e-11,-1.2494411140204231e-06,3.3381695700827865,0.0013153368612232779,-1.249828460743593e-06,3.3381695700827865,0.0013153368612232774,0.0,True,0.6696330680937014,201299.19248730887,1.2426583414019468e-05,0.0005298688908092091,3.0812501187479513,1.522997974471263e-08,True,3.5527137003920156e-07,False
52,empirical_segment_initial,201386.4922892626,201386.4922892626,0.0,-5.6817461500622326e-05,2.742375152899514,0.0013094285312516152,-5.6817461500622326e-05,2.742375152899514,0.0013094285312516152,0.0,True,0.6071935880137321,201386.10525913196,-2.6069819431864252e-05,0.0005758439393528795,2.585464369106559,1.522997974471263e-08,True,0.0,False
53,empirical_segment_initial,201594.81265788837,201594.81265788843,1.1641532182693481e-10,-4.8024299951649025e-06,2.2292175284164717,0.001297409593434498,-4.802453647687853e-06,2.2292175284162887,0.0012974095934344984,0.0,True,0.7228440086709558,201594.80774446766,-1.2230957644221096e-08,0.0006164139575263774,2.2150290231545,1.522997974471263e-08,True,1.776356830474485e-07,False
54,empirical_segment_initial,201628.35962221833,201628.35962221833,0.0,-5.4683929748277585e-05,2.8046702418027487,0.0012969611057823886,-5.468423350289412e-05,2.8046702418027487,0.0012969611057832508,0.0,True,0.6863132327212521,201627.16722721662,1.2865327610831041e-05,0.0005659986934573057,2.6256445719339117,1.522997974471263e-08,True,0.0,False
55,empirical_segment_initial,201737.0266728702,201737.0266728702,0.0,-0.0001386143815824309,2.5425826388688204,0.001290750238877437,-0.0001386143815824309,2.5425826388688204,0.001290750238877437,0.0,True,0.6851562903796584,201735.97411087828,-6.948984965921077e-05,0.0005918703641457367,2.3781494219696167,1.522997974471263e-08,True,0.0,False
56,empirical_segment_initial,201524.45689447073,201524.45689447073,0.0,-7.770725179908404e-05,2.920102562771321,0.0013026227936758362,-7.770740089433744e-05,2.9201025627713215,0.001302622793675441,0.0,True,0.5910742178710439,201522.75563491363,-1.3252227100959645e-05,0.0005700237946589522,2.6114586373717485,1.522997974471263e-08,True,0.0,False
57,empirical_segment_initial,201703.15443660007,201703.1544366001,5.820766091346741e-11,-0.00013812977634661042,2.5626945204043894,0.001292545245012285,-0.00013812993608804325,2.5626945204043894,0.001292545245012285,0.0,True,0.5012072578578676,201702.27712104903,-6.929372012714355e-05,0.0005810490126614888,2.474385641819746,1.522997974471263e-08,True,0.0,False
