replication,initialization,null_loglik,alternative_loglik,lr,theta_null,kappa_null,sigma_null,theta_alt,kappa_alt,sigma_alt,lambda_alt,alternative_converged,alternative_gradient_norm,ifm_loglik,ifm_theta,ifm_tau,ifm_kappa,ifm_lambda,ifm_converged,ifm_gradient_norm,fit_failed
45,stationary_initial,201545.14407406427,201545.14407406433,1.1641532182693481e-10,-3.108366357866917e-05,2.738505705732197,0.001301136402615581,-3.108366658553613e-05,2.7385057057321784,0.0013011364026155714,0.0,True,0.6626370608214663,201545.0499168516,-1.0940975367868188e-05,0.0005514030816591821,2.7840713952376457,1.522997974471263e-08,True,0.0,False
46,stationary_initial,201575.79545275978,201575.7954527598,5.820766091346741e-11,-6.602982495362257e-05,2.9004796565958313,0.0012999064111484818,-6.603008912667814e-05,2.900479656598991,0.001299906411149898,0.0,True,0.6593978747250153,201575.61525799177,-5.032023007832994e-05,0.0005519597994085597,2.7732328123401664,1.522997974471263e-08,True,1.7763568501960078e-07,False
47,stationary_initial,201448.49185748037,201448.4918574804,5.820766091346741e-11,-6.014421879108707e-05,2.4019015531949783,0.0013054156336997878,-6.014439553465781e-05,2.401901553193696,0.0013054156336990905,0.0,True,0.7030800853400113,201448.30423291694,-7.639343469575811e-05,0.0005798974182780551,2.5337947084873726,1.522997974471263e-08,True,0.0,False
48,stationary_initial,201630.66377736925,201630.66377736928,5.820766091346741e-11,-0.0001094435815578557,2.9535298152217178,0.001297175653048556,-0.0001094438129073817,2.9535298152230656,0.0012971756530491486,0.0,True,0.39527635430060515,201630.47546521603,-8.632046023782543e-05,0.000525094175926361,3.0514017189023246,1.5229991984788938e-08,True,1.7763568501960078e-07,False
49,stationary_initial,201406.12890234028,201406.12890234028,0.0,-0.00011500613324701725,2.939372899281231,0.0013088465160989396,-0.00011500624778339165,2.939372899281231,0.0013088465160986363,0.0,True,0.6652575434788893,201404.93535805214,-4.463870859472579e-05,0.0005287137764616109,3.0644178837533755,1.522997974471263e-08,True,3.5527137003920156e-07,False
50,stationary_initial,201827.20885861103,201827.20885861103,0.0,-4.331658047627334e-05,2.808261122774542,0.0012866940301209091,-4.331658047627334e-05,2.808261122774542,0.0012866940301209091,0.0,True,0.26491379122717545,201826.7976599041,-8.201471448509941e-05,0.0005541143857931591,2.6961054706732526,1.5229992672576422e-08,True,1.776356830474485e-07,False
51,stationary_initial,201757.65074407414,201757.65074407414,0.0,-5.438732459200445e-06,2.9127043483512693,0.0012905122219295725,-5.439031470379922e-06,2.9127043483512693,0.0012905122219295725,0.0,True,0.7064260336764632,201757.21981613318,-4.9111904988605666e-05,0.0005314557617743875,2.948323798375449,1.522997974471263e-08,True,1.7763568501960078e-07,False
52,stationary_initial,201470.96467306186,201470.9646730619,1.1641532182693481e-10,-7.441201982341155e-05,2.99779536300361,0.0013055884723941781,-7.441227203929333e-05,2.9977953630050784,0.0013055884723941781,0.0,True,0.7038034209294854,201470.95087164044,-8.161171519989962e-05,0.0005346578737890559,2.9814753974416686,1.522997974471263e-08,True,1.7763568501960078e-07,False
53,stationary_initial,201561.6934388718,201561.6934388718,0.0,-2.812239638055055e-05,2.7371078723815523,0.001300272222901047,-2.8122448033951183e-05,2.7371078723815523,0.001300272222900892,0.0,True,0.5695310940311056,201561.6232766943,-4.501538117961983e-05,0.0005513023126613038,2.78138600996172,1.522997974471263e-08,True,1.7763568501960078e-07,False
54,stationary_initial,201361.29896059478,201361.29896059478,0.0,-2.995071752663384e-05,2.696185682088077,0.00131064397687317,-2.995071752663384e-05,2.696185682088077,0.00131064397687317,0.0,True,0.6508104319264532,201361.27140070207,-4.085243754884433e-05,0.0005616238561600021,2.7230100462569053,1.522997974471263e-08,True,1.7763568501960078e-07,False
55,stationary_initial,201570.07540220988,201570.0754022099,5.820766091346741e-11,-4.189173238284241e-05,2.586080954340138,0.001299496620457014,-4.1892063708732664e-05,2.5860809543423575,0.0012994966204581285,0.0,True,0.6897488832312696,201569.32813042184,-9.514188352969319e-05,0.0005522707109680002,2.7684835916492525,1.522997974471263e-08,True,0.0,False
56,stationary_initial,201558.95012914675,201558.95012914675,0.0,7.085211295587941e-05,2.5673594324558477,0.001300032910167204,7.085211295587941e-05,2.5673594324558477,0.001300032910167204,0.0,True,0.711298755720196,201557.48446842533,-2.1088117779654026e-05,0.0005665459011656714,2.633055472497187,1.522997974471263e-08,True,1.776356830474485e-07,False
57,stationary_initial,201677.39646881423,201677.39646881423,0.0,-6.794403897554721e-05,2.699030475378824,0.0012941830219042087,-6.794403904766427e-05,2.699030475378824,0.0012941830219042093,0.0,True,0.5734355262591749,201677.2809670333,-4.32419382200061e-05,0.0005563815965892126,2.705327588561831,1.522997974471263e-08,True,1.776356830474485e-07,False
58,stationary_initial,201534.90967786044,201534.90967786047,5.820766091346741e-11,-6.4714198120617215e-06,3.0171050281185523,0.0013022968102602375,-6.471450525548008e-06,3.017105028118376,0.001302296810260161,0.0,True,0.6795728487697137,201534.47172561378,1.5919477961116657e-05,0.000549033267485193,2.8132570653198976,1.522997974471263e-08,True,3.5527137003920156e-07,False
59,stationary_initial,201843.49716972114,201843.49716972126,2.3283064365386963e-10,-5.402063130093059e-05,2.928488539251425,0.0012861235113931313,-5.402063312175132e-05,2.9284885392514046,0.0012861235113931216,0.0,True,0.6494593370286321,201842.2873344627,1.3790308351177545e-05,0.0005455355854612489,2.7792828105226186,1.522997974471263e-08,True,0.0,False
60,stationary_initial,201756.99257672072,201756.99257672072,0.0,3.4266331945674866e-05,2.8967913630662516,0.0012905106641058473,3.426601018839634e-05,2.8967913630662516,0.0012905106641058468,0.0,True,0.669038163240937,201756.65997488837,-4.7325344999740615e-06,0.0005361262654446375,2.8971484850963023,1.522997974471263e-08,True,0.0,False
61,stationary_initial,201622.88663560044,201622.88663560047,5.820766091346741e-11,-7.63093081961057e-05,2.5007834009284737,0.0012965629453277096,-7.630931067101897e-05,2.5007834009284737,0.0012965629453277096,0.0,True,0.6062439474019635,201622.8356244071,-6.235900806021358e-05,0.0005852818705833631,2.4537439990918655,1.522997974471263e-08,True,1.776356830474485e-07,False
62,stationary_initial,201626.33493804428,201626.33493804428,0.0,-0.00010776635271989302,2.416050644644804,0.0012961939713807165,-0.00010776696155363676,2.416050644653482,0.0012961939713853716,0.0,True,0.6883972523499435,201625.66286129536,-7.085011415204363e-05,0.0005624878300700498,2.6552568443121705,1.522997974471263e-08,True,0.0,False
63,stationary_initial,201728.39468817672,201728.39468817675,5.820766091346741e-11,-5.9587277964529815e-05,2.713495137250328,0.0012915780040823313,-5.9587698620182304e-05,2.7134951372529765,0.001291578004083592,0.0,True,0.7006638859825534,201728.3389243962,-4.837314536385399e-05,0.0005480300248224568,2.777181936313334,1.522997974471263e-08,True,1.7763568501960078e-07,False
64,stationary_initial,201574.202041933,201574.20204193302,5.820766091346741e-11,-1.968649425966558e-05,2.5006775856479884,0.001299090073049397,-1.9686752153925007e-05,2.5006775856479884,0.0012990900730475458,0.0,True,0.7051939503439362,201573.73698676602,-7.308603864360891e-05,0.0005777173003640133,2.52833175962992,1.522997974471263e-08,True,1.776356830474485e-07,False
65,stationary_initial,201318.33872169518,201318.3387216952,5.820766091346741e-11,-8.13375326844861e-05,2.729511342553377,0.0013129738603288733,-8.133756163163142e-05,2.729511342553377,0.001312973860328873,0.0,True,0.6922132241168398,201318.19974729014,-8.490363553375886e-05,0.0005486175831288003,2.86382851060278,1.522997974471263e-08,True,1.7763568501960078e-07,False
66,stationary_initial,201711.93454410078,201711.9345441008,5.820766091346741e-11,-6.245116765948839e-05,2.6490211307717657,0.0012922844567216465,-6.245132888300674e-05,2.6490211307707265,0.0012922844567211389,0.0,True,0.6609280272028825,201711.77062648407,-8.83864647904646e-05,0.000553962299898911,2.7210168835806403,1.522997974471263e-08,True,1.7763568501960078e-07,False
67,stationary_initial,201463.04047617488,201463.04047617488,0.0,-2.070850305972341e-05,2.8163168256318287,0.0013055923383158163,-2.0708826509464553e-05,2.816316825629822,0.0013055923383158167,0.0,True,0.6233856143922303,201462.82204311978,6.866039995559729e-06,0.0005591425778476644,2.7261397037676045,1.522997974471263e-08,True,1.7763568501960078e-07,False
68,stationary_initial,201705.3050809165,201705.3050809165,0.0,-1.0546196377489094e-05,2.8455783567900785,0.001293066963260886,-1.054634990086562e-05,2.8455783567900785,0.001293066963260886,0.0,True,0.6339890442651007,201704.9219793115,-5.309854935621806e-05,0.0005402926867415219,2.8639631155647303,1.522997974471263e-08,True,1.7763568501960078e-07,False
69,stationary_initial,201836.92538458234,201836.92538458234,0.0,-5.9109246276380344e-05,2.3562576970897684,0.0012851881368526493,-5.910955371610637e-05,2.3562576970897684,0.001285188136852649,0.0,True,0.5378574058609331,201836.90387063575,-6.740845418194561e-05,0.0005876089023127678,2.3918134070352077,1.522998703306522e-08,True,0.0,False
70,stationary_initial,201601.24411110175,201601.24411110175,0.0,-1.0203255494183951e-06,2.8796318383649817,0.001298537006395788,-1.020511633690028e-06,2.8796318383649817,0.0012985370063952847,0.0,True,0.6858908157454139,201600.97677356473,-3.082362874212384e-05,0.0005316269151279649,2.9831405568061222,1.522997974471263e-08,True,1.7763568501960078e-07,False
71,stationary_initial,201725.61462266132,201725.61462266132,0.0,-0.00012189704956883874,2.4901369824349273,0.0012912223470126015,-0.0001218972050079165,2.4901369824349273,0.0012912223470126015,0.0,True,0.6982853434607245,201725.23805216321,-7.927891385800496e-05,0.0005900618037082757,2.3943677638777996,1.522997974471263e-08,True,3.55271366094897e-07,False
72,stationary_initial,201496.12164872207,201496.1216487221,5.820766091346741e-11,7.013770693529391e-06,2.5831961201897276,0.001303339909771138,7.013604485747143e-06,2.5831961201908427,0.0013033399097705756,0.0,True,0.7255879482919053,201495.42018433375,-5.661978128481679e-05,0.000577442430147745,2.5473761848234306,1.522997974471263e-08,True,0.0,False
73,stationary_initial,201444.4042270452,201444.4042270452,0.0,-8.159795778906145e-05,2.7688592763454922,0.0013064586572396695,-8.159795778906145e-05,2.7688592763454922,0.0013064586572396695,0.0,True,0.6664080888130532,201444.40231823205,-7.971843573487957e-05,0.0005564271848237866,2.7564160711570502,1.522997974471263e-08,True,1.7763568501960078e-07,False
74,stationary_initial,201669.73695932273,201669.73695932273,0.0,4.702038472489137e-05,2.935938644439736,0.0012951104265826914,4.7020354280980374e-05,2.935938644439558,0.0012951104265826133,0.0,True,0.6530973155817169,201669.2434941526,1.762441001037602e-07,0.0005323335700382277,2.9596011432674065,1.522997974471263e-08,True,0.0,False
75,stationary_initial,201591.61530715472,201591.61530715472,0.0,-9.668197235181135e-05,2.5649285900012884,0.0012983299241833017,-9.668235633149924e-05,2.5649285900012884,0.0012983299241833017,0.0,True,0.6876305775618492,201591.2065546063,-5.3242870099897896e-05,0.000561870475812519,2.6698177680970945,1.522997974471263e-08,True,1.776356830474485e-07,False
76,stationary_initial,201393.57762187533,201393.57762187533,0.0,-8.573020385682844e-05,2.8737214494865415,0.0013093550447134477,-8.573052324958916e-05,2.8737214494865415,0.0013093550447143356,0.0,True,0.6821574461429868,201393.35750209866,-0.00010194109754595937,0.0005603902141243719,2.7296832543776692,1.522997974471263e-08,True,1.7763568501960078e-07,False
