slice,first_parameter,first_value,second_parameter,second_value,mean_loglik,nobs,nuisance_parameters,relative_mean_loglik
kappa_lambda,kappa,0.02153316141831586,lambda,3.2667876319432994,8.276070172088867,40000,held_at_MOU-UQML_estimate,-0.00940670106678354
kappa_lambda,kappa,0.02153316141831586,lambda,3.940498060084341,8.275575041743142,40000,held_at_MOU-UQML_estimate,-0.009901831412507889
kappa_lambda,kappa,0.02153316141831586,lambda,4.753147957858425,8.274710364442596,40000,held_at_MOU-UQML_estimate,-0.01076650871305418
kappa_lambda,kappa,0.02153316141831586,lambda,5.733390846742393,8.273389954984104,40000,held_at_MOU-UQML_estimate,-0.012086918171545946
kappa_lambda,kappa,0.02153316141831586,lambda,6.915789471094045,8.271507773248244,40000,held_at_MOU-UQML_estimate,-0.013969099907406246
kappa_lambda,kappa,0.02153316141831586,lambda,8.34203445866076,8.268933541151451,40000,held_at_MOU-UQML_estimate,-0.016543332004198774
kappa_lambda,kappa,0.025973950668437377,lambda,0.4153254399204202,8.281421751242098,40000,held_at_MOU-UQML_estimate,-0.004055121913552284
kappa_lambda,kappa,0.025973950668437377,lambda,0.500978108986087,8.282184219986677,40000,held_at_MOU-UQML_estimate,-0.003292653168973203
kappa_lambda,kappa,0.025973950668437377,lambda,0.604294949356739,8.282903340114267,40000,held_at_MOU-UQML_estimate,-0.0025735330413834134
kappa_lambda,kappa,0.025973950668437377,lambda,0.7289188474864182,8.283567619496521,40000,held_at_MOU-UQML_estimate,-0.0019092536591287512
kappa_lambda,kappa,0.025973950668437377,lambda,0.879243963211196,8.284163325659048,40000,held_at_MOU-UQML_estimate,-0.0013135474966023963
kappa_lambda,kappa,0.025973950668437377,lambda,1.0605706650461326,8.284673995254938,40000,held_at_MOU-UQML_estimate,-0.0008028779007123177
kappa_lambda,kappa,0.025973950668437377,lambda,1.279292417827172,8.285079842297156,40000,held_at_MOU-UQML_estimate,-0.000397030858493963
kappa_lambda,kappa,0.025973950668437377,lambda,1.543121212238039,8.285357043363403,40000,held_at_MOU-UQML_estimate,-0.00011982979224711698
kappa_lambda,kappa,0.025973950668437377,lambda,1.861359484724696,8.28547687315565,40000,held_at_MOU-UQML_estimate,0.0
kappa_lambda,kappa,0.025973950668437377,lambda,2.245228115521578,8.285404657986986,40000,held_at_MOU-UQML_estimate,-7.221516866451339e-05
kappa_lambda,kappa,0.025973950668437377,lambda,2.7082620697925917,8.285098507754691,40000,held_at_MOU-UQML_estimate,-0.0003783654009588133
kappa_lambda,kappa,0.025973950668437377,lambda,3.2667876319432994,8.284507778472136,40000,held_at_MOU-UQML_estimate,-0.0009690946835139158
kappa_lambda,kappa,0.025973950668437377,lambda,3.940498060084341,8.283571207158966,40000,held_at_MOU-UQML_estimate,-0.0019056659966842915
kappa_lambda,kappa,0.025973950668437377,lambda,4.753147957858425,8.282214648472364,40000,held_at_MOU-UQML_estimate,-0.0032622246832865187
kappa_lambda,kappa,0.025973950668437377,lambda,5.733390846742393,8.280348327519548,40000,held_at_MOU-UQML_estimate,-0.005128545636102544
kappa_lambda,kappa,0.025973950668437377,lambda,6.915789471094045,8.277863505451283,40000,held_at_MOU-UQML_estimate,-0.007613367704367491
kappa_lambda,kappa,0.025973950668437377,lambda,8.34203445866076,8.274628433392618,40000,held_at_MOU-UQML_estimate,-0.010848439763032403
kappa_lambda,kappa,0.03133056499323746,lambda,0.4153254399204202,8.276349267127323,40000,held_at_MOU-UQML_estimate,-0.009127606028327406
kappa_lambda,kappa,0.03133056499323746,lambda,0.500978108986087,8.27691158686027,40000,held_at_MOU-UQML_estimate,-0.008565286295379337
kappa_lambda,kappa,0.03133056499323746,lambda,0.604294949356739,8.27743882090145,40000,held_at_MOU-UQML_estimate,-0.008038052254200068
kappa_lambda,kappa,0.03133056499323746,lambda,0.7289188474864182,8.277918158724848,40000,held_at_MOU-UQML_estimate,-0.007558714430802027
kappa_lambda,kappa,0.03133056499323746,lambda,0.879243963211196,8.278334255896178,40000,held_at_MOU-UQML_estimate,-0.007142617259471962
kappa_lambda,kappa,0.03133056499323746,lambda,1.0605706650461326,8.278668784301546,40000,held_at_MOU-UQML_estimate,-0.006808088854104
kappa_lambda,kappa,0.03133056499323746,lambda,1.279292417827172,8.278899869561734,40000,held_at_MOU-UQML_estimate,-0.006577003593916331
kappa_lambda,kappa,0.03133056499323746,lambda,1.543121212238039,8.279001392231814,40000,held_at_MOU-UQML_estimate,-0.006475480923835875
kappa_lambda,kappa,0.03133056499323746,lambda,1.861359484724696,8.278942126504363,40000,held_at_MOU-UQML_estimate,-0.006534746651286838
kappa_lambda,kappa,0.03133056499323746,lambda,2.245228115521578,8.278684685905258,40000,held_at_MOU-UQML_estimate,-0.00679218725039199
kappa_lambda,kappa,0.03133056499323746,lambda,2.7082620697925917,8.278184239652704,40000,held_at_MOU-UQML_estimate,-0.007292633502945733
kappa_lambda,kappa,0.03133056499323746,lambda,3.2667876319432994,8.277386955760976,40000,held_at_MOU-UQML_estimate,-0.008089917394674018
kappa_lambda,kappa,0.03133056499323746,lambda,3.940498060084341,8.276228117433766,40000,held_at_MOU-UQML_estimate,-0.00924875572188455
kappa_lambda,kappa,0.03133056499323746,lambda,4.753147957858425,8.274629847595165,40000,held_at_MOU-UQML_estimate,-0.010847025560485335
kappa_lambda,kappa,0.03133056499323746,lambda,5.733390846742393,8.272498362270765,40000,held_at_MOU-UQML_estimate,-0.012978510884884997
kappa_lambda,kappa,0.03133056499323746,lambda,6.915789471094045,8.26972065659521,40000,held_at_MOU-UQML_estimate,-0.01575621656044035
kappa_lambda,kappa,0.03133056499323746,lambda,8.34203445866076,8.266160507032907,40000,held_at_MOU-UQML_estimate,-0.01931636612274268
kappa_lambda,kappa,0.03779187522629308,lambda,0.4153254399204202,8.25843292347751,40000,held_at_MOU-UQML_estimate,-0.02704394967813961
kappa_lambda,kappa,0.03779187522629308,lambda,0.500978108986087,8.258762773562829,40000,held_at_MOU-UQML_estimate,-0.026714099592821228
kappa_lambda,kappa,0.03779187522629308,lambda,0.604294949356739,8.259053272196928,40000,held_at_MOU-UQML_estimate,-0.026423600958722204
kappa_lambda,kappa,0.03779187522629308,lambda,0.7289188474864182,8.259293791007229,40000,held_at_MOU-UQML_estimate,-0.026183082148421022
kappa_lambda,kappa,0.03779187522629308,lambda,0.879243963211196,8.259471081774505,40000,held_at_MOU-UQML_estimate,-0.026005791381145116
kappa_lambda,kappa,0.03779187522629308,lambda,1.0605706650461326,8.259568699599697,40000,held_at_MOU-UQML_estimate,-0.025908173555952985
kappa_lambda,kappa,0.03779187522629308,lambda,1.279292417827172,8.259566326616646,40000,held_at_MOU-UQML_estimate,-0.02591054653900393
kappa_lambda,kappa,0.03779187522629308,lambda,1.543121212238039,8.259438981193759,40000,held_at_MOU-UQML_estimate,-0.026037891961891546
kappa_lambda,kappa,0.03779187522629308,lambda,1.861359484724696,8.259156091844934,40000,held_at_MOU-UQML_estimate,-0.026320781310715802
kappa_lambda,kappa,0.03779187522629308,lambda,2.245228115521578,8.258680407233731,40000,held_at_MOU-UQML_estimate,-0.026796465921918866
kappa_lambda,kappa,0.03779187522629308,lambda,2.7082620697925917,8.25796670403192,40000,held_at_MOU-UQML_estimate,-0.02751016912372961
kappa_lambda,kappa,0.03779187522629308,lambda,3.2667876319432994,8.25696024350841,40000,held_at_MOU-UQML_estimate,-0.028516629647240777
kappa_lambda,kappa,0.03779187522629308,lambda,3.940498060084341,8.255594916034358,40000,held_at_MOU-UQML_estimate,-0.029881957121292047
kappa_lambda,kappa,0.03779187522629308,lambda,4.753147957858425,8.253791000340694,40000,held_at_MOU-UQML_estimate,-0.03168587281495583
kappa_lambda,kappa,0.03779187522629308,lambda,5.733390846742393,8.25145245106317,40000,held_at_MOU-UQML_estimate,-0.03402442209248058
kappa_lambda,kappa,0.03779187522629308,lambda,6.915789471094045,8.248463613163583,40000,held_at_MOU-UQML_estimate,-0.03701325999206695
kappa_lambda,kappa,0.03779187522629308,lambda,8.34203445866076,8.244685244275596,40000,held_at_MOU-UQML_estimate,-0.040791628880054276
kappa_lambda,kappa,0.04558570308029808,lambda,0.4153254399204202,8.229072698512365,40000,held_at_MOU-UQML_estimate,-0.05640417464328529
kappa_lambda,kappa,0.04558570308029808,lambda,0.500978108986087,8.229282667683007,40000,held_at_MOU-UQML_estimate,-0.05619420547264298
kappa_lambda,kappa,0.04558570308029808,lambda,0.604294949356739,8.229443043644741,40000,held_at_MOU-UQML_estimate,-0.05603382951090907
kappa_lambda,kappa,0.04558570308029808,lambda,0.7289188474864182,8.229542543072835,40000,held_at_MOU-UQML_estimate,-0.05593433008281501
kappa_lambda,kappa,0.04558570308029808,lambda,0.879243963211196,8.22956750060494,40000,held_at_MOU-UQML_estimate,-0.055909372550710046
kappa_lambda,kappa,0.04558570308029808,lambda,1.0605706650461326,8.22950134868589,40000,held_at_MOU-UQML_estimate,-0.055975524469760174
kappa_lambda,kappa,0.04558570308029808,lambda,1.279292417827172,8.229323985110918,40000,held_at_MOU-UQML_estimate,-0.05615288804473195
kappa_lambda,kappa,0.04558570308029808,lambda,1.543121212238039,8.229011004475838,40000,held_at_MOU-UQML_estimate,-0.05646586867981185
